id_transaccion,id_usuario,fecha,hora,gasto_promedio_usuario,hora_habitual_usuario,desviacion_hora,categoria,monto,ratio_monto_promedio,es_online,tipo_ip,intentos_ultimos_10_min,es_fraude
34579,9178,2025-01-31 01:30:00,1,39.32,13,12,Viajes,22.77,0.58,0,N/A,0.0,0
49403,9172,2025-01-31 01:30:00,1,61.26,1,0,Salud,32.41,0.53,1,Residencial,0.0,0
14774,5017,2025-01-31 01:32:00,1,147.19,22,3,Restaurante,196.87,1.34,1,Residencial,0.0,0
34580,9178,2025-01-31 01:32:00,1,39.32,13,12,Viajes,51.23,1.3,1,Residencial,1.0,1
46477,2659,2025-01-31 01:36:00,1,58.49,19,6,Electrónica,8.91,0.15,1,Residencial,0.0,0
17406,1983,2025-01-31 01:45:00,1,55.05,3,2,Suscripciones,50.96,0.93,0,N/A,0.0,0
39751,3776,2025-01-31 01:51:00,1,25.29,3,2,Salud,39.04,1.54,1,Residencial,0.0,0
55239,9578,2025-01-31 01:53:00,1,18.35,11,10,Restaurante,63.61,3.47,1,Residencial,0.0,0
60292,5173,2025-01-31 01:54:00,1,43.36,16,9,Suscripciones,4.4,0.1,1,Residencial,0.0,0
18758,8366,2025-01-31 01:56:00,1,153.12,1,0,Supermercado,14.12,0.09,0,N/A,0.0,0
50292,9424,2025-01-31 02:03:00,2,23.22,16,10,Restaurante,151.02,6.5,0,N/A,0.0,0
13442,1567,2025-01-31 02:17:00,2,73.82,18,8,Supermercado,49.28,0.67,0,N/A,0.0,0
84101,7178,2025-01-31 02:18:00,2,29.32,18,8,Viajes,3.48,0.12,0,N/A,0.0,0
49844,8746,2025-01-31 02:31:00,2,29.74,10,8,Viajes,7.15,0.24,0,N/A,0.0,0
4256,3136,2025-01-31 02:31:00,2,18.24,9,7,Restaurante,4.05,0.22,0,N/A,0.0,0
23922,5110,2025-01-31 02:34:00,2,32.03,7,5,Supermercado,9.13,0.29,1,Residencial,0.0,0
78441,6467,2025-01-31 02:51:00,2,36.52,6,4,Electrónica,35.21,0.96,1,Residencial,0.0,0
20777,455,2025-01-31 03:01:00,3,22.51,13,10,Electrónica,55.72,2.48,0,N/A,0.0,0
23706,3657,2025-01-31 03:02:00,3,74.06,11,8,Supermercado,17.43,0.24,1,Residencial,0.0,0
9896,5673,2025-01-31 03:03:00,3,49.97,18,9,Suscripciones,103.87,2.08,1,Residencial,0.0,0
9897,5673,2025-01-31 03:04:00,3,49.97,18,9,Salud,16.08,0.32,1,Residencial,1.0,1
50125,4247,2025-01-31 03:05:00,3,18.46,8,5,Supermercado,141.2,7.65,1,Residencial,0.0,0
95044,9769,2025-01-31 03:10:00,3,12.72,22,5,Supermercado,192.43,15.13,1,Residencial,0.0,0
29351,5786,2025-01-31 03:19:00,3,39.91,14,11,Suscripciones,23.69,0.59,0,N/A,0.0,0
27310,2222,2025-01-31 03:33:00,3,45.26,8,5,Supermercado,3.77,0.08,0,N/A,0.0,0
29352,5786,2025-01-31 03:38:00,3,39.91,14,11,Suscripciones,24.35,0.61,0,N/A,0.0,0
522,2503,2025-01-31 03:41:00,3,32.29,6,3,Restaurante,2.68,0.08,1,Residencial,0.0,0
24132,2749,2025-01-31 03:41:00,3,43.73,0,3,Electrónica,55.06,1.26,0,N/A,0.0,0
74711,8351,2025-01-31 03:44:00,3,37.85,23,4,Electrónica,1.55,0.04,1,Residencial,0.0,0
53877,5879,2025-01-31 03:44:00,3,126.41,12,9,Restaurante,5.9,0.05,1,Residencial,0.0,0
90303,8614,2025-01-31 04:14:00,4,137.2,0,4,Suscripciones,23.42,0.17,1,Residencial,0.0,0
19448,1354,2025-01-31 04:14:00,4,22.38,18,10,Supermercado,15.54,0.69,1,Residencial,0.0,0
19449,1354,2025-01-31 04:24:00,4,22.38,18,10,Supermercado,19.32,0.86,1,Residencial,0.0,0
90304,8614,2025-01-31 04:28:00,4,137.2,0,4,Viajes,3.25,0.02,0,N/A,0.0,0
9694,538,2025-01-31 04:35:00,4,33.85,13,9,Salud,97.18,2.87,1,Residencial,0.0,0
4796,2942,2025-01-31 04:37:00,4,98.47,14,10,Electrónica,11.37,0.12,1,Residencial,0.0,0
11307,3284,2025-01-31 04:39:00,4,16.99,11,7,Supermercado,5.32,0.31,1,Residencial,0.0,0
46687,6934,2025-01-31 04:45:00,4,25.72,19,9,Electrónica,13.83,0.54,1,Residencial,0.0,0
24670,7040,2025-01-31 04:48:00,4,6.12,4,0,Supermercado,115.46,18.87,0,N/A,0.0,0
11189,7633,2025-01-31 04:50:00,4,81.89,3,1,Suscripciones,79.65,0.97,1,Residencial,0.0,0
4797,2942,2025-01-31 04:53:00,4,98.47,14,10,Suscripciones,9.65,0.1,1,Residencial,0.0,0
69950,4922,2025-01-31 04:54:00,4,191.41,18,10,Salud,20.37,0.11,1,Residencial,0.0,0
59982,1994,2025-01-31 04:55:00,4,14.59,0,4,Viajes,31.11,2.13,1,Residencial,0.0,0
59449,9337,2025-01-31 04:58:00,4,19.83,7,3,Viajes,47.37,2.39,1,Datacenter,0.0,0
38863,3707,2025-01-31 05:03:00,5,63.34,2,3,Electrónica,11.98,0.19,1,Residencial,0.0,0
95561,8425,2025-01-31 05:06:00,5,68.42,22,7,Supermercado,10.77,0.16,0,N/A,0.0,0
53511,5926,2025-01-31 05:14:00,5,74.36,13,8,Restaurante,41.86,0.56,0,N/A,0.0,0
53512,5926,2025-01-31 05:18:00,5,74.36,13,8,Electrónica,5.36,0.07,1,Residencial,1.0,0
97044,8177,2025-01-31 05:19:00,5,32.0,17,12,Electrónica,72.71,2.27,1,Residencial,0.0,0
39733,7818,2025-01-31 05:34:00,5,63.3,2,3,Restaurante,33.78,0.53,0,N/A,0.0,0
36664,9616,2025-01-31 05:51:00,5,49.41,19,10,Electrónica,6.62,0.13,1,Residencial,0.0,0
29017,6982,2025-01-31 05:57:00,5,23.72,19,10,Restaurante,70.14,2.96,1,Residencial,0.0,0
29018,6982,2025-01-31 06:05:00,6,23.72,19,11,Restaurante,17.7,0.75,1,Residencial,1.0,1
47503,8706,2025-01-31 06:22:00,6,25.92,8,2,Supermercado,55.73,2.15,0,N/A,0.0,0
47504,8706,2025-01-31 06:23:00,6,25.92,8,2,Electrónica,139.03,5.36,1,Residencial,1.0,1
52062,4416,2025-01-31 06:32:00,6,96.88,10,4,Restaurante,3.6,0.04,1,Residencial,0.0,0
7262,9411,2025-01-31 06:33:00,6,50.12,1,5,Viajes,217.57,4.34,1,Residencial,0.0,0
2006,7124,2025-01-31 06:38:00,6,65.19,21,9,Viajes,111.51,1.71,1,Residencial,0.0,0
82225,7701,2025-01-31 06:40:00,6,29.16,9,3,Electrónica,67.25,2.31,1,Residencial,0.0,0
26966,2951,2025-01-31 06:46:00,6,17.94,9,3,Restaurante,2.83,0.16,1,Residencial,0.0,0
50511,3465,2025-01-31 06:47:00,6,106.3,15,9,Viajes,37.16,0.35,1,Residencial,0.0,0
79391,1173,2025-01-31 06:48:00,6,36.95,22,8,Supermercado,20.21,0.55,1,Residencial,0.0,0
76780,726,2025-01-31 06:49:00,6,37.8,20,10,Viajes,4.83,0.13,0,N/A,0.0,0
60529,2603,2025-01-31 06:58:00,6,28.83,17,11,Restaurante,11.33,0.39,0,N/A,0.0,0
79392,1173,2025-01-31 06:58:00,6,36.95,22,8,Restaurante,143.95,3.9,1,Residencial,0.0,0
92700,3583,2025-01-31 07:09:00,7,24.1,12,5,Suscripciones,4.26,0.18,1,Residencial,0.0,0
29982,2123,2025-01-31 07:13:00,7,54.63,6,1,Salud,6.38,0.12,0,N/A,0.0,0
95573,3755,2025-01-31 07:14:00,7,124.72,20,11,Supermercado,206.8,1.66,0,N/A,0.0,0
61533,9119,2025-01-31 07:30:00,7,48.69,20,11,Viajes,11.8,0.24,1,Residencial,0.0,0
7801,9895,2025-01-31 07:34:00,7,11.89,10,3,Restaurante,14.28,1.2,1,Residencial,0.0,0
22507,4195,2025-01-31 07:40:00,7,54.87,11,4,Viajes,16.4,0.3,0,N/A,0.0,0
98345,2903,2025-01-31 07:41:00,7,26.42,0,7,Restaurante,19.94,0.75,1,Residencial,0.0,0
61534,9119,2025-01-31 07:44:00,7,48.69,20,11,Suscripciones,5.67,0.12,1,Datacenter,0.0,1
23183,3082,2025-01-31 07:49:00,7,67.24,6,1,Supermercado,165.05,2.45,1,Residencial,0.0,0
914,2636,2025-01-31 07:49:00,7,11.21,22,9,Suscripciones,9.02,0.8,1,Residencial,0.0,0
60630,7370,2025-01-31 07:57:00,7,79.66,6,1,Supermercado,65.74,0.83,1,Residencial,0.0,0
79374,9539,2025-01-31 08:00:00,8,36.12,10,2,Suscripciones,10.35,0.29,0,N/A,0.0,0
97552,7513,2025-01-31 08:02:00,8,12.37,6,2,Viajes,133.53,10.79,1,Residencial,0.0,0
18771,4579,2025-01-31 08:04:00,8,53.05,22,10,Supermercado,47.35,0.89,0,N/A,0.0,0
1217,4854,2025-01-31 08:04:00,8,16.39,13,5,Salud,52.74,3.22,1,Residencial,0.0,0
45043,6437,2025-01-31 08:05:00,8,24.06,23,9,Suscripciones,42.81,1.78,0,N/A,0.0,0
6024,3702,2025-01-31 08:06:00,8,55.72,4,4,Supermercado,33.67,0.6,0,N/A,0.0,0
93426,3878,2025-01-31 08:08:00,8,28.61,12,4,Salud,85.88,3.0,0,N/A,0.0,0
13828,2531,2025-01-31 08:19:00,8,74.79,12,4,Restaurante,18.47,0.25,1,Residencial,0.0,0
10905,2284,2025-01-31 08:23:00,8,21.12,2,6,Suscripciones,8.86,0.42,1,Residencial,0.0,0
88500,100,2025-01-31 08:38:00,8,112.77,5,3,Viajes,87.82,0.78,0,N/A,0.0,0
98637,2912,2025-01-31 08:45:00,8,147.66,16,8,Restaurante,5.88,0.04,1,Residencial,0.0,0
26692,8685,2025-01-31 08:59:00,8,18.52,1,7,Salud,110.34,5.96,1,Residencial,0.0,1
96275,4205,2025-01-31 09:06:00,9,48.8,18,9,Suscripciones,229.62,4.71,1,Residencial,0.0,0
44686,9769,2025-01-31 09:16:00,9,12.72,22,11,Viajes,1.81,0.14,1,Residencial,0.0,0
96582,4877,2025-01-31 09:24:00,9,77.42,3,6,Salud,17.34,0.22,1,Residencial,0.0,0
55388,3896,2025-01-31 09:32:00,9,34.91,16,7,Restaurante,36.67,1.05,1,Residencial,0.0,0
78747,7005,2025-01-31 09:33:00,9,22.48,19,10,Suscripciones,82.51,3.67,1,Residencial,0.0,1
69635,7979,2025-01-31 09:33:00,9,120.93,14,5,Salud,7.7,0.06,1,Residencial,0.0,0
63284,8098,2025-01-31 09:40:00,9,87.46,11,2,Suscripciones,1.17,0.01,1,Residencial,0.0,0
27129,6301,2025-01-31 09:40:00,9,53.7,20,11,Salud,26.52,0.49,0,N/A,0.0,0
22370,1016,2025-01-31 09:48:00,9,49.74,1,8,Suscripciones,180.91,3.64,1,Residencial,0.0,0
3411,930,2025-01-31 09:50:00,9,15.99,4,5,Supermercado,47.84,2.99,1,Residencial,0.0,0
27130,6301,2025-01-31 09:52:00,9,53.7,20,11,Restaurante,28.21,0.53,0,N/A,0.0,0
59134,4122,2025-01-31 09:54:00,9,62.9,3,6,Restaurante,92.87,1.48,0,N/A,0.0,0
66746,8331,2025-01-31 09:55:00,9,20.99,6,3,Viajes,4.68,0.22,1,Residencial,0.0,0
6116,1173,2025-01-31 09:57:00,9,36.95,22,11,Electrónica,4.96,0.13,1,Residencial,0.0,0
79936,6967,2025-01-31 09:58:00,9,31.13,7,2,Salud,4.6,0.15,1,Residencial,0.0,0
30546,3586,2025-01-31 10:23:00,10,6.24,17,7,Viajes,30.37,4.87,0,N/A,0.0,0
20890,5974,2025-01-31 10:29:00,10,99.69,19,9,Suscripciones,7.67,0.08,1,Residencial,0.0,0
33864,2273,2025-01-31 10:29:00,10,66.16,20,10,Supermercado,43.62,0.66,1,Datacenter,0.0,1
30547,3586,2025-01-31 10:40:00,10,6.24,17,7,Salud,4.25,0.68,0,N/A,0.0,0
54775,8786,2025-01-31 10:46:00,10,17.23,20,10,Suscripciones,6.96,0.4,0,N/A,0.0,0
33866,9295,2025-01-31 10:47:00,10,14.91,3,7,Electrónica,14.98,1.0,1,Residencial,0.0,0
37838,6268,2025-01-31 10:50:00,10,74.06,7,3,Viajes,31.13,0.42,0,N/A,0.0,0
84883,9472,2025-01-31 10:52:00,10,7.4,7,3,Restaurante,14.83,2.0,0,N/A,0.0,0
97382,5428,2025-01-31 10:52:00,10,17.56,8,2,Restaurante,0.88,0.05,0,N/A,0.0,0
79027,6026,2025-01-31 11:03:00,11,25.54,14,3,Electrónica,50.08,1.96,1,Datacenter,0.0,0
37589,3070,2025-01-31 11:16:00,11,16.76,20,9,Restaurante,25.31,1.51,0,N/A,0.0,0
94909,258,2025-01-31 11:18:00,11,33.15,10,1,Suscripciones,182.13,5.49,1,Residencial,0.0,0
32685,5972,2025-01-31 11:23:00,11,6.12,13,2,Restaurante,26.25,4.29,0,N/A,0.0,0
91084,4498,2025-01-31 11:25:00,11,26.89,0,11,Restaurante,2.3,0.09,0,N/A,0.0,0
54690,2938,2025-01-31 11:27:00,11,54.74,2,9,Electrónica,111.24,2.03,1,Residencial,0.0,0
11249,522,2025-01-31 11:38:00,11,28.56,7,4,Suscripciones,118.35,4.14,0,N/A,0.0,0
94091,4789,2025-01-31 11:38:00,11,49.01,16,5,Salud,3.94,0.08,1,Residencial,0.0,0
28779,2027,2025-01-31 11:55:00,11,23.24,1,10,Electrónica,9.57,0.41,1,Residencial,0.0,0
43840,3129,2025-01-31 12:02:00,12,6.54,20,8,Electrónica,1.6,0.24,0,N/A,0.0,0
43841,3129,2025-01-31 12:04:00,12,6.54,20,8,Restaurante,3.36,0.51,1,Residencial,1.0,1
68240,667,2025-01-31 12:05:00,12,10.43,22,10,Salud,26.93,2.58,0,N/A,0.0,0
34755,8804,2025-01-31 12:06:00,12,29.84,16,4,Salud,2.09,0.07,1,Residencial,0.0,0
49394,784,2025-01-31 12:09:00,12,9.15,17,5,Viajes,10.59,1.16,1,Residencial,0.0,0
24501,8547,2025-01-31 12:33:00,12,116.67,22,10,Supermercado,17.94,0.15,0,N/A,0.0,0
81552,5631,2025-01-31 12:41:00,12,56.71,5,7,Electrónica,11.78,0.21,0,N/A,0.0,0
62875,132,2025-01-31 12:48:00,12,8.34,19,7,Salud,43.73,5.24,0,N/A,0.0,0
28329,9176,2025-01-31 12:51:00,12,17.68,17,5,Supermercado,21.35,1.21,1,Residencial,0.0,0
15811,113,2025-01-31 12:57:00,12,58.61,14,2,Viajes,16.51,0.28,1,Residencial,0.0,0
6201,5706,2025-01-31 13:00:00,13,33.39,18,5,Electrónica,176.75,5.29,1,Residencial,0.0,0
15812,113,2025-01-31 13:02:00,13,58.61,14,1,Salud,6.15,0.1,1,Residencial,1.0,0
83259,220,2025-01-31 13:03:00,13,6.5,22,9,Supermercado,17.27,2.66,1,Residencial,0.0,0
99916,476,2025-01-31 13:05:00,13,55.48,12,1,Supermercado,57.57,1.04,0,N/A,0.0,0
47216,893,2025-01-31 13:06:00,13,10.88,0,11,Suscripciones,42.89,3.94,0,N/A,0.0,0
25665,5323,2025-01-31 13:06:00,13,21.38,8,5,Supermercado,22.47,1.05,1,Residencial,0.0,0
85252,7147,2025-01-31 13:07:00,13,27.92,15,2,Salud,184.71,6.62,1,Residencial,0.0,0
24952,2066,2025-01-31 13:07:00,13,23.29,9,4,Supermercado,596.95,25.63,1,Residencial,0.0,0
68543,1050,2025-01-31 13:10:00,13,65.45,6,7,Restaurante,29.86,0.46,0,N/A,0.0,0
14092,1821,2025-01-31 13:15:00,13,149.91,6,7,Suscripciones,64.77,0.43,1,Residencial,0.0,0
36872,9628,2025-01-31 13:15:00,13,14.79,1,12,Salud,93.32,6.31,1,Residencial,0.0,0
26690,7996,2025-01-31 13:18:00,13,27.48,22,9,Salud,4.93,0.18,1,Residencial,0.0,0
85253,7147,2025-01-31 13:19:00,13,27.92,15,2,Restaurante,35.92,1.29,1,Residencial,0.0,0
980,7864,2025-01-31 13:22:00,13,32.51,8,5,Suscripciones,17.31,0.53,0,N/A,0.0,0
23422,7418,2025-01-31 13:26:00,13,37.46,20,7,Supermercado,3.72,0.1,0,N/A,0.0,0
75761,3732,2025-01-31 13:34:00,13,7.11,16,3,Salud,41.86,5.89,1,Residencial,0.0,0
20392,3196,2025-01-31 13:40:00,13,10.72,6,7,Suscripciones,37.92,3.54,1,Residencial,0.0,0
61530,7266,2025-01-31 13:41:00,13,24.3,2,11,Supermercado,4.01,0.17,1,Residencial,0.0,0
30243,7595,2025-01-31 13:42:00,13,51.13,21,8,Suscripciones,18.02,0.35,1,Residencial,0.0,0
96322,7951,2025-01-31 13:44:00,13,61.64,14,1,Restaurante,19.7,0.32,0,N/A,0.0,0
55966,143,2025-01-31 13:46:00,13,37.27,14,1,Electrónica,3.9,0.1,1,Residencial,0.0,0
60549,2303,2025-01-31 13:49:00,13,27.81,16,3,Viajes,16.5,0.59,1,Residencial,0.0,0
55967,143,2025-01-31 13:49:00,13,37.27,14,1,Restaurante,636.8,17.09,1,Residencial,1.0,1
38906,1572,2025-01-31 13:49:00,13,9.04,9,4,Supermercado,2.43,0.27,1,Residencial,0.0,0
65668,4408,2025-01-31 13:53:00,13,71.81,14,1,Electrónica,29.65,0.41,0,N/A,0.0,0
30244,7595,2025-01-31 14:00:00,14,51.13,21,7,Viajes,47.42,0.93,1,Residencial,0.0,0
60840,5304,2025-01-31 14:03:00,14,13.76,10,4,Suscripciones,29.81,2.17,0,N/A,0.0,0
55968,143,2025-01-31 14:03:00,14,37.27,14,0,Supermercado,26.68,0.72,1,Residencial,0.0,0
21280,9606,2025-01-31 14:08:00,14,35.93,15,1,Supermercado,21.52,0.6,0,N/A,0.0,0
93901,1071,2025-01-31 14:09:00,14,15.33,5,9,Restaurante,26.32,1.72,0,N/A,0.0,0
77899,520,2025-01-31 14:16:00,14,34.15,7,7,Supermercado,116.86,3.42,0,N/A,0.0,1
77900,520,2025-01-31 14:17:00,14,34.15,7,7,Salud,59.62,1.75,1,Residencial,1.0,0
87312,8775,2025-01-31 14:20:00,14,18.04,4,10,Suscripciones,19.75,1.09,1,Residencial,0.0,0
7424,9504,2025-01-31 14:25:00,14,27.53,16,2,Electrónica,10.4,0.38,1,Residencial,0.0,0
34527,6935,2025-01-31 14:40:00,14,26.58,18,4,Salud,19.76,0.74,0,N/A,0.0,0
34528,6935,2025-01-31 14:42:00,14,26.58,18,4,Suscripciones,19.72,0.74,0,N/A,1.0,0
83553,7179,2025-01-31 14:44:00,14,41.7,4,10,Supermercado,27.39,0.66,0,N/A,0.0,0
65140,2483,2025-01-31 14:46:00,14,37.59,16,2,Electrónica,11.85,0.32,1,Residencial,0.0,0
35688,4534,2025-01-31 14:48:00,14,56.13,10,4,Suscripciones,7.0,0.12,1,Residencial,0.0,0
49302,3306,2025-01-31 14:57:00,14,21.59,6,8,Supermercado,19.93,0.92,1,Datacenter,0.0,1
80943,2413,2025-01-31 15:00:00,15,129.54,22,7,Restaurante,112.53,0.87,0,N/A,0.0,0
23903,8579,2025-01-31 15:01:00,15,61.51,7,8,Restaurante,82.13,1.34,1,Residencial,0.0,0
74950,8721,2025-01-31 15:23:00,15,27.7,4,11,Supermercado,22.73,0.82,1,Residencial,0.0,0
98380,9816,2025-01-31 15:25:00,15,46.21,8,7,Suscripciones,56.62,1.23,0,N/A,0.0,0
57074,4426,2025-01-31 15:26:00,15,12.13,16,1,Suscripciones,33.13,2.73,1,Residencial,0.0,0
15400,2297,2025-01-31 15:49:00,15,34.54,10,5,Electrónica,20.53,0.59,0,N/A,0.0,0
90154,9047,2025-01-31 15:54:00,15,10.94,12,3,Supermercado,25.43,2.32,0,N/A,0.0,0
29257,5352,2025-01-31 16:02:00,16,53.43,21,5,Electrónica,27.5,0.51,1,Residencial,0.0,0
55586,1975,2025-01-31 16:02:00,16,43.21,5,11,Viajes,11.05,0.26,0,N/A,0.0,0
99712,9573,2025-01-31 16:10:00,16,45.48,21,5,Restaurante,63.76,1.4,0,N/A,0.0,0
20334,9200,2025-01-31 16:11:00,16,39.1,9,7,Suscripciones,27.48,0.7,1,Residencial,0.0,0
63714,5409,2025-01-31 16:29:00,16,48.71,22,6,Restaurante,12.87,0.26,0,N/A,0.0,0
63435,2985,2025-01-31 16:30:00,16,138.84,22,6,Salud,13.47,0.1,1,Residencial,0.0,0
34996,9965,2025-01-31 16:30:00,16,11.24,1,9,Suscripciones,33.41,2.97,1,Residencial,0.0,0
63804,25,2025-01-31 16:32:00,16,70.29,20,4,Restaurante,3.37,0.05,0,N/A,0.0,0
31027,7506,2025-01-31 16:34:00,16,18.72,5,11,Suscripciones,9.67,0.52,0,N/A,0.0,0
26639,3967,2025-01-31 16:37:00,16,45.11,16,0,Restaurante,26.79,0.59,1,Residencial,0.0,0
81394,5576,2025-01-31 16:39:00,16,21.3,2,10,Supermercado,22.65,1.06,1,Residencial,0.0,0
12029,2942,2025-01-31 16:41:00,16,98.47,14,2,Viajes,8.63,0.09,1,Residencial,0.0,0
98859,8477,2025-01-31 16:46:00,16,61.27,1,9,Restaurante,20.25,0.33,0,N/A,0.0,0
12030,2942,2025-01-31 16:51:00,16,98.47,14,2,Restaurante,9.37,0.1,0,N/A,0.0,0
3433,8149,2025-01-31 16:52:00,16,32.06,17,1,Supermercado,6.71,0.21,1,Residencial,0.0,0
30523,4429,2025-01-31 17:12:00,17,4.37,19,2,Salud,19.1,4.37,0,N/A,0.0,0
96926,8234,2025-01-31 17:16:00,17,53.27,1,8,Restaurante,28.95,0.54,1,Residencial,0.0,0
22276,1612,2025-01-31 17:21:00,17,49.43,0,7,Viajes,27.43,0.55,1,Residencial,0.0,0
72431,3493,2025-01-31 17:26:00,17,23.95,1,8,Viajes,8.95,0.37,0,N/A,0.0,0
49418,6082,2025-01-31 17:28:00,17,24.18,22,5,Electrónica,4.65,0.19,1,Residencial,0.0,0
22277,1612,2025-01-31 17:32:00,17,49.43,0,7,Viajes,30.22,0.61,0,N/A,0.0,0
72432,3493,2025-01-31 17:36:00,17,23.95,1,8,Restaurante,92.57,3.87,1,Residencial,0.0,0
48838,3191,2025-01-31 17:37:00,17,69.95,18,1,Suscripciones,97.88,1.4,0,N/A,0.0,0
35313,8723,2025-01-31 17:49:00,17,149.57,17,0,Suscripciones,177.67,1.19,1,Residencial,0.0,0
48839,3191,2025-01-31 17:52:00,17,69.95,18,1,Restaurante,24.83,0.35,1,Residencial,0.0,0
72273,2081,2025-01-31 17:53:00,17,95.56,7,10,Supermercado,56.48,0.59,1,Residencial,0.0,0
16319,1527,2025-01-31 17:53:00,17,102.08,6,11,Suscripciones,4.05,0.04,1,Residencial,0.0,0
9023,4093,2025-01-31 17:54:00,17,26.35,4,11,Supermercado,34.14,1.3,0,N/A,0.0,0
35314,8723,2025-01-31 17:58:00,17,149.57,17,0,Restaurante,7.33,0.05,1,Residencial,1.0,0
39631,4684,2025-01-31 17:59:00,17,107.19,13,4,Suscripciones,33.22,0.31,0,N/A,0.0,0
75673,4643,2025-01-31 18:10:00,18,39.38,9,9,Restaurante,23.14,0.59,0,N/A,0.0,0
25897,1665,2025-01-31 18:10:00,18,39.66,14,4,Electrónica,3.71,0.09,1,Residencial,0.0,0
52257,8724,2025-01-31 18:16:00,18,26.93,7,11,Electrónica,5.5,0.2,0,N/A,0.0,0
36257,8834,2025-01-31 18:17:00,18,23.1,16,2,Salud,73.42,3.18,0,N/A,0.0,0
24133,13,2025-01-31 18:21:00,18,25.59,6,12,Supermercado,19.36,0.76,1,Residencial,0.0,0
59276,6329,2025-01-31 18:27:00,18,40.72,23,5,Restaurante,14.91,0.37,1,Residencial,0.0,0
73305,4219,2025-01-31 18:28:00,18,56.16,7,11,Suscripciones,242.64,4.32,1,Residencial,0.0,0
89360,9662,2025-01-31 18:33:00,18,24.11,18,0,Supermercado,204.07,8.46,1,Residencial,0.0,0
44982,651,2025-01-31 18:33:00,18,14.15,14,4,Restaurante,2.75,0.19,0,N/A,0.0,0
64066,1855,2025-01-31 18:37:00,18,14.66,15,3,Salud,2.62,0.18,0,N/A,0.0,0
11775,3030,2025-01-31 19:00:00,19,16.92,20,1,Suscripciones,4.4,0.26,1,Residencial,0.0,0
79699,1844,2025-01-31 19:10:00,19,108.13,12,7,Restaurante,33.5,0.31,0,N/A,0.0,0
163,4414,2025-01-31 19:12:00,19,25.16,1,6,Salud,21.46,0.85,1,Residencial,0.0,0
89197,6666,2025-01-31 19:17:00,19,77.07,8,11,Salud,0.95,0.01,0,N/A,0.0,0
65127,1443,2025-01-31 19:23:00,19,59.21,17,2,Viajes,17.54,0.3,1,Residencial,0.0,0
65468,1711,2025-01-31 19:28:00,19,35.88,7,12,Restaurante,149.43,4.16,0,N/A,0.0,1
6855,2824,2025-01-31 19:29:00,19,59.9,9,10,Salud,3.28,0.05,1,Residencial,0.0,0
65469,1711,2025-01-31 19:40:00,19,35.88,7,12,Supermercado,271.92,7.58,1,Residencial,0.0,1
97411,1250,2025-01-31 19:41:00,19,86.7,1,6,Salud,7.82,0.09,0,N/A,0.0,0
33975,3877,2025-01-31 19:43:00,19,64.52,4,9,Restaurante,11.08,0.17,0,N/A,0.0,0
46022,1685,2025-01-31 19:46:00,19,43.32,6,11,Salud,13.18,0.3,0,N/A,0.0,0
46023,1685,2025-01-31 19:48:00,19,43.32,6,11,Salud,47.57,1.1,1,Residencial,1.0,1
2273,7166,2025-01-31 19:52:00,19,8.17,4,9,Suscripciones,5.43,0.66,1,Residencial,0.0,0
65558,1957,2025-01-31 20:15:00,20,17.67,13,7,Supermercado,5.17,0.29,1,Residencial,0.0,0
42109,3704,2025-01-31 20:18:00,20,115.55,18,2,Supermercado,454.48,3.93,1,Residencial,0.0,0
67776,1337,2025-01-31 20:34:00,20,13.57,17,3,Supermercado,57.7,4.25,0,N/A,0.0,0
53007,4796,2025-01-31 20:35:00,20,26.27,19,1,Viajes,14.96,0.57,1,Residencial,0.0,0
35174,3530,2025-01-31 20:36:00,20,85.23,8,12,Supermercado,7.84,0.09,1,Residencial,0.0,0
25855,5738,2025-01-31 20:40:00,20,16.78,15,5,Electrónica,16.34,0.97,1,Residencial,0.0,0
45448,6891,2025-01-31 20:55:00,20,162.93,21,1,Restaurante,44.67,0.27,0,N/A,0.0,0
91694,3693,2025-01-31 20:57:00,20,78.42,20,0,Restaurante,9.86,0.13,1,Residencial,0.0,0
81510,8415,2025-01-31 20:58:00,20,53.12,4,8,Suscripciones,6.35,0.12,1,Residencial,0.0,0
32351,9474,2025-01-31 20:58:00,20,49.81,19,1,Electrónica,73.86,1.48,0,N/A,0.0,0
45978,2159,2025-01-31 21:03:00,21,52.18,11,10,Restaurante,21.42,0.41,1,Residencial,0.0,0
93108,8481,2025-01-31 21:04:00,21,101.48,15,6,Restaurante,20.6,0.2,0,N/A,0.0,0
83409,7244,2025-01-31 21:27:00,21,172.1,2,5,Salud,81.7,0.47,1,Residencial,0.0,0
41813,7109,2025-01-31 21:28:00,21,391.57,1,4,Electrónica,14.1,0.04,0,N/A,0.0,0
91763,2360,2025-01-31 21:33:00,21,56.75,0,3,Viajes,5.56,0.1,1,Residencial,0.0,0
1348,146,2025-01-31 21:35:00,21,16.64,1,4,Restaurante,237.0,14.24,1,Residencial,0.0,0
53827,8637,2025-01-31 21:41:00,21,64.45,18,3,Supermercado,1.1,0.02,0,N/A,0.0,0
41814,7109,2025-01-31 21:41:00,21,391.57,1,4,Suscripciones,10.73,0.03,1,Residencial,0.0,0
66793,3030,2025-01-31 21:42:00,21,16.92,20,1,Suscripciones,29.52,1.74,1,Residencial,0.0,0
83027,6109,2025-01-31 21:42:00,21,24.04,5,8,Restaurante,4.54,0.19,1,Residencial,0.0,0
