id_transaccion,id_usuario,fecha,intentos_fallidos,categoria,monto,pais_emision,pais_pago,uso_vpn_proxy,paso_3d_secure,dispositivo_nuevo,mismo_envio_facturacion,es_fraude
sdv-id-BJZNsM,0f844fef-1931-49ee-a56c-0941fbf24050,1970-01-01,0,Travel,1343.51,ESP,PRT,0,1,0,0,0
sdv-id-knKoYL,72176085-f3fd-4abb-be8b-a891d5c4b30a,1970-01-01,1,Food,2479.38,ESP,IND,1,1,0,0,0
sdv-id-lheGye,16e5b746-245c-42cb-b17d-8b73e0a1ff32,1970-01-01,0,Travel,1103.02,ESP,VNM,0,1,0,1,0
sdv-id-KOHJdq,4e39f65a-20db-4294-9fae-180393d797e7,1970-01-01,0,Tech,215.96,ESP,UKR,0,0,1,0,1
sdv-id-cesdmP,0c4d862e-5ef8-4a9b-8cfc-a54b8ac31e08,1970-01-01,4,Tech,1119.22,ESP,NGA,0,0,1,0,1
sdv-id-UJvcwG,a757075b-d47f-43b1-bc69-c1551a37f6bd,1970-01-01,0,Retail,1099.75,ESP,UKR,0,0,0,0,0
sdv-id-wfPWgi,54d71e4a-1314-4627-9586-ff5070024916,1970-01-01,0,Food,1988.03,ESP,BGD,0,1,0,1,1
sdv-id-JyBOoG,dd16663a-8183-4bc0-80e2-cd0484c48ac0,1970-01-01,1,Food,1730.68,ESP,RUS,0,1,1,1,0
sdv-id-ybCBzH,c83e0032-5fe8-47f4-b08a-ba2101f268f5,1970-01-01,3,Retail,1224.94,ESP,BRA,1,0,1,0,1
sdv-id-CzoaCx,407e8506-1ec4-416d-801b-a459ec7fdc2e,1970-01-01,0,Retail,1596.63,ESP,ITA,0,1,1,0,1
sdv-id-tifHkq,d9afa521-0bde-4eac-81ec-11039d2bc6ae,1970-01-01,1,Tech,1010.76,ESP,VNM,1,0,1,0,1
sdv-id-dkPzrQ,48d3d2ce-fba3-491f-88df-aaf8b9efaad6,1970-01-01,0,Retail,1018.45,ESP,GBR,1,0,1,0,1
sdv-id-diTyle,415155db-179c-4a64-93a5-893a6b13ad0a,1970-01-01,0,Travel,1545.36,ESP,ARE,1,0,1,0,1
sdv-id-vBJTXw,f681db3f-1cc4-4c62-b80b-d4cb18b666f8,1970-01-01,0,Retail,439.09,ESP,ESP,1,0,1,0,1
sdv-id-vTArwa,867432ec-9de1-49ef-b037-6816181428f9,1970-01-01,0,Food,2392.56,ESP,BRA,0,1,1,0,1
sdv-id-KdOwzy,e3fb8c1d-7841-43dd-9034-4c867d14190d,1970-01-01,0,Gaming,2235.4,ESP,PRT,0,1,1,0,1
sdv-id-mArllx,3c83861e-ddf0-40a2-88ef-e82b1f3eea66,1970-01-01,0,Tech,542.64,ESP,ITA,1,0,1,1,0
sdv-id-XylrTM,15183e2c-3cca-4de2-b5c1-accc137d97fc,1970-01-01,4,Gaming,2199.26,ESP,JPN,0,0,1,1,1
sdv-id-EZrMlN,580d7b71-d8f5-4413-9be6-128e18c26797,1970-01-01,0,Travel,1076.78,ESP,DEU,0,0,1,0,1
sdv-id-inbMSK,8471b4b0-ae1b-4f69-b740-d83173318749,1970-01-01,5,Food,2453.37,ESP,UKR,0,0,1,0,1
sdv-id-ZnqysM,79d3cba0-66a0-435e-abbc-9e9af7867063,1970-01-01,0,Tech,31.99,ESP,UKR,1,0,0,1,0
sdv-id-jbkoPO,2f58a848-01f1-49fb-9bb9-0317d24243ab,1970-01-01,1,Tech,968.46,ESP,DEU,1,1,0,0,1
sdv-id-mAbYTT,8e6b2439-6a1e-4d9a-b05f-052bd682a0b4,1970-01-01,0,Travel,1259.63,ESP,ITA,0,0,0,0,1
sdv-id-vwamjy,a261078d-202f-40a8-9b75-dadad51f6de1,1970-01-01,0,Food,1020.86,ESP,IND,0,0,1,0,1
sdv-id-QTRzvu,d98f5e83-cf5b-494d-92cc-48539cef5ef4,1970-01-01,1,Travel,2130.45,ESP,RUS,0,1,0,1,0
sdv-id-XwcNOw,e214d458-f0dd-4de0-ba63-bde0cf0d3f06,1970-01-01,0,Gaming,252.46,ESP,FRA,0,0,0,0,1
sdv-id-nSKbQy,52ce55e3-69df-45c7-a4a0-053f22a37556,1970-01-01,4,Travel,2130.47,ESP,PRT,0,0,0,0,1
sdv-id-fWmrhZ,5e1d47af-833b-435e-a5a9-c1be48d3ef98,1970-01-01,0,Food,2083.94,ESP,JPN,1,0,0,0,1
sdv-id-dZLaJR,2541f181-f29e-425b-bed0-4e680d250730,1970-01-01,0,Travel,716.09,ESP,ARE,0,0,1,1,0
sdv-id-ujNsMc,dff0b9bf-8db3-42c1-82da-bd76f3102525,1970-01-01,0,Food,1311.34,ESP,FRA,0,1,1,0,1
sdv-id-zUxSIh,cbccd4fe-5c95-4249-ab47-72f48c01f5cd,1970-01-01,0,Gaming,47.85,ESP,DEU,0,0,1,1,0
sdv-id-kxOHeT,bc5e3e2f-cebc-4bd7-b837-8be20bb68d75,1970-01-01,0,Tech,777.84,ESP,IND,0,1,1,1,1
sdv-id-adQRvO,4d9dbaeb-553d-4625-a833-4da5de95d695,1970-01-01,0,Food,870.75,ESP,NGA,1,1,1,1,1
sdv-id-WIAPSD,8574fe6d-6662-4715-990a-74f178652552,1970-01-01,0,Travel,1996.7,ESP,NGA,0,0,0,1,1
sdv-id-VQAMox,9edd5a9b-a920-435f-92eb-985f38cfa8b6,1970-01-01,0,Gaming,486.21,ESP,BRA,1,1,0,0,1
sdv-id-IbEZYZ,e904ee42-8845-46f5-9e52-1d486a499f0b,1970-01-01,0,Food,262.79,ESP,BGD,1,1,1,0,1
sdv-id-OGtCJj,dfe38af0-e85d-4aae-9024-7f99648ff83f,1970-01-01,0,Gaming,1547.21,ESP,USA,1,0,1,0,0
sdv-id-jZnMQY,97c768d6-114a-4827-b69a-ca1e985d654b,1970-01-01,2,Travel,650.22,ESP,BRA,1,1,1,0,1
sdv-id-tnJsOm,a981b098-b2cf-452d-a7f3-33b3f7baf55e,1970-01-01,1,Tech,768.23,ESP,ITA,1,1,0,0,1
sdv-id-RpKzmM,64ab851b-f1fa-46e7-970d-750705eee1d4,1970-01-01,0,Travel,2180.87,ESP,GBR,0,0,0,0,0
sdv-id-hJWqDz,65108b6f-aedb-4272-8ef2-6cacca32c1eb,1970-01-01,0,Gaming,1394.04,ESP,USA,1,1,0,0,1
sdv-id-RVJOTG,e57977ec-4816-4644-81a9-abd0ed71d874,1970-01-01,2,Gaming,505.66,ESP,ARE,0,0,1,1,1
sdv-id-IHKiGw,e214d458-f0dd-4de0-ba63-bde0cf0d3f06,1970-01-01,0,Gaming,655.33,ESP,PRT,0,0,0,1,0
sdv-id-WYUcdB,0e5922e9-f182-4df7-82f5-52c89ae66149,1970-01-01,0,Retail,2305.82,ESP,GBR,1,0,1,0,1
sdv-id-hcxpdZ,5256e276-fba7-4385-a98a-fcb03ef527fe,1970-01-01,5,Food,534.29,ESP,CHN,0,0,1,1,0
sdv-id-iJDatw,1e5c5da8-d087-4dcb-be94-f1cb075cc8eb,1970-01-01,2,Gaming,1979.18,ESP,ARE,1,1,1,1,0
sdv-id-yczNqG,31ab0158-2cf6-473b-9500-c14707743c94,1970-01-01,0,Food,499.1,ESP,PRT,1,1,1,1,0
sdv-id-fRajod,a5fb9e9a-4ab7-45e0-b814-af2e81e26ceb,1970-01-01,0,Food,554.62,ESP,FRA,1,0,0,0,1
sdv-id-qPTXXa,1df1f3f8-aa99-4c56-9a2e-d9053fb65c7e,1970-01-01,3,Food,109.42,ESP,ESP,1,0,1,0,1
sdv-id-UNudMX,8aa4c43e-ada3-46e9-a233-384e315b3176,1970-01-01,2,Tech,2253.86,ESP,PRT,0,1,0,1,1
sdv-id-kMZCvo,6ad65b8c-3a38-4844-afbf-fde4a0226155,1970-01-01,0,Gaming,810.31,ESP,UKR,1,0,0,1,0
sdv-id-XzeSTf,b198047f-4612-4424-bac0-67a69297eaac,1970-01-01,1,Gaming,931.84,ESP,IND,1,1,1,1,0
sdv-id-rJYvZf,7fbccd75-be19-44aa-9ab7-12f6764231c3,1970-01-01,0,Travel,1647.65,ESP,FRA,1,1,1,1,0
sdv-id-hYCjzd,04aa8f68-b9ae-4292-8012-1516f1e7a280,1970-01-01,1,Travel,484.73,ESP,DEU,1,1,0,0,0
sdv-id-OwPfyl,4cd7e6f7-433e-4d2c-a76e-1d6700a0586e,1970-01-01,0,Food,532.02,ESP,ITA,1,0,1,0,0
sdv-id-NSOnnU,b72583e4-3336-43e7-b04e-11b52320a56a,1970-01-01,0,Tech,2202.59,ESP,BRA,1,0,0,0,1
sdv-id-UkFxvC,c80069fb-d4c7-4a67-bdc1-e88207122fb9,1970-01-01,0,Food,854.58,ESP,GBR,0,0,0,0,1
sdv-id-hnTGQL,e4723a97-a717-4558-b200-765502a213b0,1970-01-01,0,Travel,645.17,ESP,BGD,0,1,1,1,0
sdv-id-XNAWwK,3734a78d-e268-4c9f-bb48-2d28b7ed2c13,1970-01-01,0,Food,659.44,ESP,GBR,0,0,0,0,1
sdv-id-lIiKAz,197634e5-054b-4fbb-bad8-66baf252f8f9,1970-01-01,0,Travel,1188.78,ESP,RUS,1,1,0,0,0
sdv-id-UJcCRg,04a624f3-2318-40a3-8fab-07f40022994c,1970-01-01,0,Tech,1163.56,ESP,JPN,1,1,0,0,0
sdv-id-eovhaC,28d04562-beaa-400d-94fe-cf58a1f875a4,1970-01-01,5,Tech,2384.23,ESP,BGD,1,0,1,0,1
sdv-id-VJqrBy,905c7bdd-74f0-4eae-aa59-43ce836435e3,1970-01-01,0,Retail,1558.09,ESP,JPN,1,1,1,0,1
sdv-id-GETejR,ed4c8325-105a-4d40-bf26-32df21c20510,1970-01-01,1,Travel,1185.21,ESP,BGD,0,0,0,0,1
sdv-id-WRTDdz,677c25b0-6d23-4155-a057-c558f1ba308e,1970-01-01,0,Gaming,1918.56,ESP,ARE,0,1,1,0,0
sdv-id-zIfQaW,fb87ebc5-d986-4b5f-93fc-03bc3ef3d085,1970-01-01,2,Tech,1490.01,ESP,ARE,1,0,1,0,1
sdv-id-JbUJBo,aaf2f24e-fe54-4eed-9475-e3a1aa39c161,1970-01-01,0,Retail,405.83,ESP,DEU,0,0,1,1,0
sdv-id-JuemKW,903ce3b1-6158-4ec7-b05c-b0aed795187f,1970-01-01,0,Food,1207.67,ESP,JPN,0,0,0,0,1
sdv-id-QTboiN,e52053b6-8faa-4da8-b08d-5f51974232a6,1970-01-01,4,Gaming,955.46,ESP,ARE,1,0,0,0,1
sdv-id-exNjgf,2cf149cb-4f1e-4a37-8ac8-ad937e02921d,1970-01-01,0,Tech,1257.67,ESP,PRT,0,0,1,0,1
sdv-id-bjmlzP,d98d214f-c2ab-4876-b71b-d82d635589f4,1970-01-01,0,Travel,248.55,ESP,JPN,1,1,0,1,0
sdv-id-eEQRHD,10fb6052-d8d9-492e-900e-7426551fbe65,1970-01-01,0,Tech,422.78,ESP,CHN,0,0,1,1,0
sdv-id-YFnseZ,06e2e080-2a0f-41e4-b229-0f1c8e68d0c1,1970-01-01,0,Gaming,696.08,ESP,BRA,1,1,0,1,1
sdv-id-OWFVNG,8cb98201-a8d7-45bf-a564-ee98fc3e9ed1,1970-01-01,0,Retail,73.06,ESP,IND,0,0,1,1,0
sdv-id-VJwMbE,0c35bf2d-ec4f-4141-a26c-d59aec3e83c3,1970-01-01,0,Retail,294.2,ESP,UKR,0,0,1,1,0
sdv-id-IfjexX,d6b1ba8c-4fcf-4f89-9ae0-bb5a797763fe,1970-01-01,0,Retail,745.18,ESP,PRT,1,0,0,1,1
sdv-id-vcFWms,e1eeb1f1-33b1-40dc-a552-d0a8b66f3507,1970-01-01,4,Travel,1413.51,ESP,DEU,0,1,1,1,0
sdv-id-UEJqMB,323132fa-6181-42de-9b37-0ca76ea5e341,1970-01-01,3,Travel,722.36,ESP,CHN,0,1,1,0,1
sdv-id-AbHumq,93e0f235-4e80-410b-bd0e-e0b640f7924b,1970-01-01,0,Food,589.96,ESP,CHN,0,1,1,0,1
sdv-id-ukKrRB,996d9303-e3a0-40f1-8cd1-9e0c5dfa8933,1970-01-01,1,Travel,298.82,ESP,VNM,0,1,0,0,0
sdv-id-mAXguL,d10327ba-fa9f-4b46-b908-2fbdebd4e04b,1970-01-01,0,Tech,853.66,ESP,GBR,0,1,1,1,1
sdv-id-KFlTzr,310e8aed-07dc-4a0c-ab72-d6947d41cba8,1970-01-01,2,Food,1405.55,ESP,JPN,0,1,0,0,1
sdv-id-UILhTr,d9add770-308d-4579-b78e-38ad3decdd27,1970-01-01,0,Food,1251.06,ESP,ITA,1,1,0,0,0
sdv-id-BfxmKf,e2ed8686-b334-42cb-9a3f-0ad169a9aff9,1970-01-01,0,Food,1767.38,ESP,USA,1,0,0,1,0
sdv-id-xuIcPJ,4404fe9a-32fe-4dea-aba5-71369144a442,1970-01-01,0,Travel,1958.34,ESP,USA,0,1,0,1,0
sdv-id-NVGNyV,a8e7ebe3-cb05-4a14-8865-1a6e1b99eb83,1970-01-01,1,Retail,437.9,ESP,PRT,0,0,0,1,0
sdv-id-Cyksnq,7a37f3d6-77eb-4d89-b142-de87d109ffe5,1970-01-01,0,Travel,526.75,ESP,BRA,1,0,1,1,0
sdv-id-hFOHjT,73393f5d-8185-416a-a9c7-18eeaea4b7d6,1970-01-01,5,Retail,1521.16,ESP,GBR,1,1,1,1,0
sdv-id-lsGfAQ,c10750bc-e6d3-4572-abf9-58614827c440,1970-01-01,0,Retail,2413.6,ESP,VNM,1,0,0,1,0
sdv-id-BIyooI,41241bb4-655c-4508-8592-bfa5b928e23f,1970-01-01,2,Tech,1884.48,ESP,USA,0,0,0,0,1
sdv-id-YBtlVf,f5b78cc7-e6b3-4944-8b32-3e357922bac2,1970-01-01,0,Gaming,1335.78,ESP,CHN,0,1,1,1,0
sdv-id-GVwTQH,ea75752d-6a8f-4acb-bf8e-2d0d52619dec,1970-01-01,0,Food,526.24,ESP,DEU,1,1,1,0,0
sdv-id-moNkcB,88f47eed-6990-4abf-b792-be4734783752,1970-01-01,0,Tech,607.81,ESP,DEU,0,0,0,0,1
sdv-id-bBbYJj,553a2bad-148a-4202-a8cf-20c875453946,1970-01-01,0,Tech,2146.03,ESP,BRA,0,1,0,1,0
sdv-id-KLJoci,308c523d-cb7e-417c-a17b-c29eec9573e9,1970-01-01,0,Retail,2037.65,ESP,ITA,0,0,0,1,0
sdv-id-IjgiXm,6b10b786-7565-4daf-b72d-416dda05d2fc,1970-01-01,0,Tech,724.09,ESP,UKR,0,1,0,0,1
sdv-id-ZukGQz,289ac251-52b4-44e8-afab-cd734fe66636,1970-01-01,1,Gaming,1326.86,ESP,DEU,1,1,1,0,1
sdv-id-gJacSj,95055ac7-2f0b-4138-8138-aeea89887d52,1970-01-01,0,Tech,1874.27,ESP,BRA,0,0,1,1,0
sdv-id-pQxQCp,f10b394d-6021-415b-8207-fb5152ffeff5,1970-01-01,0,Retail,497.79,ESP,IND,1,0,0,0,0
sdv-id-gPWekH,4ffca6b1-99b4-49d4-89a2-14aef7e8f8e5,1970-01-01,0,Retail,2430.46,ESP,RUS,1,1,0,1,1
sdv-id-MsXjjr,b8e19f56-8787-4a21-8448-2a220308aa5e,1970-01-01,4,Travel,1000.25,ESP,BRA,0,1,0,1,0
sdv-id-gIVTwy,1d4dfdb1-4e0e-4e2e-9e72-d97010c49f9e,1970-01-01,0,Food,1511.83,ESP,ARE,0,1,0,0,1
sdv-id-KLffqf,380ec19d-fbb7-43fd-b1f0-b429d54fbd02,1970-01-01,3,Food,2141.4,ESP,UKR,1,1,0,1,1
sdv-id-gCXUhd,0e1e5ebd-ff99-4e31-9006-e0eb63a84422,1970-01-01,0,Retail,516.95,ESP,ARE,1,0,1,1,0
sdv-id-jQmsXA,cebe11c8-16e7-450e-9486-cd280cabf18c,1970-01-01,0,Travel,1915.64,ESP,CHN,1,0,1,0,1
sdv-id-GgqTMt,1f22b194-32ce-4db1-88fb-27dce88f12a4,1970-01-01,0,Travel,2346.34,ESP,IND,0,1,1,1,0
sdv-id-ZVgGjm,f11c0ac5-8c0b-493a-9333-5bc9bb635ff5,1970-01-01,2,Travel,330.21,ESP,DEU,0,0,0,1,1
sdv-id-PAIqRt,796512e3-b9b0-44ac-8d2d-8efd57c8294c,1970-01-01,0,Travel,246.97,ESP,FRA,1,0,0,1,0
sdv-id-aaeRSI,0c8bf152-d74c-4860-b2fb-62c6d25b53f5,1970-01-01,0,Tech,2482.48,ESP,PRT,1,0,0,0,1
sdv-id-hbQmzc,2403b9a9-7b2a-4997-a63a-80fd8ca0a958,1970-01-01,0,Retail,38.66,ESP,ESP,1,0,1,1,0
sdv-id-OUYyco,10a423de-cf08-4c06-b87d-6e7a7c8f1e1a,1970-01-01,0,Gaming,2137.15,ESP,PRT,0,1,0,1,1
sdv-id-PvCXff,011ab64c-e11c-4e74-a1b7-a76588b0d2d9,1970-01-01,0,Retail,1549.37,ESP,CHN,1,0,1,0,1
sdv-id-GqSFiJ,7656af72-29d4-4eef-beab-edcbbaa80dd4,1970-01-01,0,Food,454.19,ESP,CHN,0,0,0,1,0
sdv-id-MTQuKG,06e2e080-2a0f-41e4-b229-0f1c8e68d0c1,1970-01-01,0,Gaming,1881.04,ESP,VNM,1,0,0,1,0
sdv-id-QplQDq,7b53359e-1bac-4d0d-af35-b30b4c68eb17,1970-01-01,0,Gaming,1874.55,ESP,ITA,0,0,1,1,1
sdv-id-VHqfGv,d0401587-28e2-43bc-a6fd-d7afdd84cacc,1970-01-01,4,Food,2217.12,ESP,GBR,1,0,0,0,1
sdv-id-iveyRt,a6846099-f729-4951-8591-31d2bbda0242,1970-01-01,0,Gaming,1873.6,ESP,ARE,1,0,0,1,1
sdv-id-gmSziz,11269f9e-03c0-4a01-8e98-6e40723182d4,1970-01-01,0,Food,556.02,ESP,PRT,0,1,0,1,0
sdv-id-ENeInG,a874d557-cd0e-4708-acbf-81d4b1720b65,1970-01-01,0,Tech,1342.8,ESP,BGD,0,0,1,0,0
sdv-id-UvkOKT,ad32a7c6-8b64-412c-9bd5-37b1c35adde3,1970-01-01,0,Retail,424.1,ESP,BRA,1,1,1,1,0
sdv-id-xAcTYP,52a74a41-44be-4486-bea5-a387363be5cb,1970-01-01,0,Food,102.75,ESP,DEU,1,0,0,0,0
sdv-id-eLwBQg,bbd6ef33-861f-4ba0-b39f-e641377c15a4,1970-01-01,0,Travel,1886.58,ESP,VNM,0,0,1,0,0
sdv-id-lnPNyj,ba2c43ec-43f8-4fcf-8997-0b27dbdcfb3d,1970-01-01,0,Tech,1954.99,ESP,PRT,0,1,0,0,0
sdv-id-LESiej,c75ff368-5f7d-4bb1-880a-fe9f84a6d693,1970-01-01,2,Retail,1086.02,ESP,BRA,0,1,0,0,1
sdv-id-vOfQKw,7b1463c9-30bf-4f5a-b01d-e9361527690a,1970-01-01,3,Retail,28.36,ESP,NGA,0,1,0,0,0
sdv-id-yjaHdC,eb078653-af87-4674-adc1-e2f75de470f7,1970-01-01,0,Gaming,1484.65,ESP,USA,0,1,1,0,1
sdv-id-WiJMKB,81d9cff9-9de2-48ca-8edc-3a083442853a,1970-01-01,0,Retail,38.5,ESP,ARE,1,1,0,0,1
sdv-id-LLgTKh,dd7edcf9-fbf0-4c30-9a61-73ed594a4f2e,1970-01-01,2,Gaming,289.36,ESP,CHN,0,0,0,0,1
sdv-id-rFJuuq,b78a2037-bd46-4bd5-82c5-2802aca65492,1970-01-01,0,Retail,322.7,ESP,BRA,0,0,0,1,0
sdv-id-UoGeaq,90ce77e9-7513-43b9-87de-96ea2b0fbe44,1970-01-01,0,Tech,2466.66,ESP,DEU,0,1,1,0,1
sdv-id-Sbqvgq,9e719a56-187e-4ca4-ba0f-01a487bb1f6d,1970-01-01,5,Food,1391.16,ESP,UKR,0,0,0,0,1
sdv-id-oypLMz,00adad8f-cc5e-479b-a7fc-50e01e7e0e2d,1970-01-01,0,Retail,685.96,ESP,VNM,0,0,1,1,1
sdv-id-iTmXjK,46d7a3ea-3e14-4cb6-9229-6fceddf1b853,1970-01-01,0,Tech,1996.75,ESP,CHN,0,1,1,1,0
sdv-id-CdBMsC,031831eb-a720-42b4-902f-236d44270572,1970-01-01,5,Retail,1025.51,ESP,CHN,1,1,0,0,0
sdv-id-znpIcs,cf32cd14-99c6-4fcf-acd2-7618bd143f78,1970-01-01,0,Travel,1951.01,ESP,ARE,0,0,1,0,1
sdv-id-Dqjwqi,92c5d3d7-c25c-4ea8-a43a-c2d48051d262,1970-01-01,1,Gaming,177.57,ESP,ESP,1,0,1,0,0
sdv-id-jUDFLb,960b9746-9b51-4232-bca7-644d47b76d17,1970-01-01,0,Food,1490.53,ESP,DEU,0,1,0,1,0
sdv-id-FTLYla,638c254c-076e-4bba-bc53-08bf6f92f25e,1970-01-01,0,Travel,2484.82,ESP,NGA,0,1,1,1,0
sdv-id-vXsLjo,ff4625af-bd20-463b-b275-b5f3d436a7a8,1970-01-01,4,Retail,2218.32,ESP,DEU,0,1,0,1,0
sdv-id-osgZbQ,27921c1c-f14e-4d13-9bd0-e94e601caf82,1970-01-01,0,Tech,770.43,ESP,DEU,0,0,0,1,0
sdv-id-EJVVOy,cba88a28-1727-40d8-bdf1-02c2b9b4c225,1970-01-01,1,Travel,749.43,ESP,ITA,0,1,1,1,0
sdv-id-ARrbDl,fa2fbd74-fd19-45cc-b4ed-a60e3b2d520b,1970-01-01,0,Food,1774.74,ESP,BRA,0,1,0,1,0
sdv-id-neynQA,6c44821e-af05-4764-8234-af07f3e08b1f,1970-01-01,5,Food,1511.85,ESP,GBR,0,0,0,0,1
sdv-id-eZXjwC,b15e54f6-d4d3-4795-ae4b-ebc429890880,1970-01-01,0,Food,1532.1,ESP,DEU,1,0,0,0,1
sdv-id-iKxllL,ec5412b4-0d74-4c38-bc58-82ecb34de663,1970-01-01,0,Gaming,149.15,ESP,NGA,1,0,0,1,0
sdv-id-BCPmmI,66194848-19bf-4f3b-92ed-24878aa9d39a,1970-01-01,0,Retail,505.91,ESP,UKR,0,1,1,1,0
sdv-id-Sltbla,cb5fb5b5-1388-4ee7-b0c3-dc02c4f8c5ce,1970-01-01,4,Tech,1598.63,ESP,GBR,0,1,0,1,0
sdv-id-CzyNwK,335f0d14-edb7-44e4-babb-66097de17a85,1970-01-01,0,Tech,1874.26,ESP,CHN,1,1,0,0,0
sdv-id-rrGPdk,982a2277-f966-459f-a6aa-59e5dc08bf29,1970-01-01,3,Food,1669.96,ESP,NGA,0,0,1,1,1
sdv-id-tLcofS,5441a465-ef3d-4f04-be22-c440e5339b2a,1970-01-01,0,Travel,351.35,ESP,USA,0,0,0,1,0
sdv-id-LkkEEu,0279d6d8-e869-48cd-8f0c-b156ffc6ce15,1970-01-01,3,Tech,615.44,ESP,RUS,0,0,0,0,1
sdv-id-mksIRz,6a7a4ce6-8d84-4ad9-b038-5cd1fb8671c1,1970-01-01,0,Retail,1654.17,ESP,NGA,1,0,0,0,0
sdv-id-sBEcmT,08252b39-1947-4a42-b10d-c9d17c413a2a,1970-01-01,5,Food,1324.09,ESP,ITA,1,1,1,0,1
sdv-id-YCJXkt,e4c4e73c-4c46-4ad8-a6c6-4e18fdce9d79,1970-01-01,0,Retail,2153.23,ESP,CHN,0,1,0,0,0
sdv-id-XNXGpF,90ce77e9-7513-43b9-87de-96ea2b0fbe44,1970-01-01,0,Gaming,2483.56,ESP,CHN,0,1,0,1,0
sdv-id-zHqXgZ,49e2b4f4-67b2-4af7-8938-3fb32018925e,1970-01-01,0,Gaming,2266.06,ESP,ESP,0,1,0,0,1
sdv-id-WYLtZP,6182f347-533f-4a72-b64f-a54a8c611654,1970-01-01,0,Gaming,1304.05,ESP,PRT,1,0,0,1,0
sdv-id-gKnjlK,991228be-d483-464a-a586-88744c3167b6,1970-01-01,0,Gaming,2157.31,ESP,ESP,1,1,1,1,0
sdv-id-LYUvsv,7ea7ccb8-b0ad-494d-b510-0bca0e7d25c3,1970-01-01,0,Travel,32.79,ESP,CHN,1,1,1,0,0
sdv-id-GVrKvO,d635212d-92fe-40e8-b63f-a809ee4d0dec,1970-01-01,0,Food,1054.97,ESP,PRT,1,0,0,1,0
sdv-id-fmpkvq,1a531cf9-b3a4-4d11-bbd5-ea4d3446d700,1970-01-01,0,Tech,508.78,ESP,DEU,1,0,0,1,1
sdv-id-CjLNLS,d4d8c52e-d4c6-47db-bcb4-8481b4f82d12,1970-01-01,0,Food,423.74,ESP,ITA,1,0,0,1,0
sdv-id-uhhwAw,80ddb386-2790-492f-b7c6-bc5d1a380e8e,1970-01-01,0,Food,1394.42,ESP,IND,1,1,1,1,0
sdv-id-qpbSBk,4eb9047d-ba2a-43d9-bcf2-fc3bd95874c2,1970-01-01,0,Gaming,2314.72,ESP,ARE,0,1,1,0,1
sdv-id-vTDxKf,2d79a2d1-506e-40c7-baa0-61e9336b00cb,1970-01-01,1,Gaming,1606.1,ESP,JPN,0,0,0,0,0
sdv-id-EPavxh,34fadee1-0696-4d48-98d4-2238331de35c,1970-01-01,0,Travel,55.74,ESP,USA,1,0,1,1,1
sdv-id-JkMJWn,1f09bd6b-bba8-4166-89f9-c43e6b074c79,1970-01-01,1,Food,247.63,ESP,RUS,0,1,1,1,0
sdv-id-iJuMPF,b4e48d56-39f2-4b71-a828-211d7a9410b6,1970-01-01,1,Food,785.0,ESP,JPN,0,0,1,1,1
sdv-id-raGBGI,0c443b8c-0686-44e7-9abd-385cd2c569ab,1970-01-01,0,Travel,839.48,ESP,VNM,0,1,1,0,1
sdv-id-yEzMZR,b71a72c1-582c-497f-8eb4-762ed32b3c0d,1970-01-01,0,Retail,1590.31,ESP,ITA,0,0,1,0,0
sdv-id-dzcOem,57f9f3a7-6193-4947-b63f-56acbfeeb533,1970-01-01,0,Tech,1133.56,ESP,CHN,1,0,0,0,0
sdv-id-IGjAXj,8ccc9cea-109f-48ee-b5a4-720058f0dd23,1970-01-01,0,Travel,292.11,ESP,USA,0,0,0,1,1
sdv-id-QzfFuB,71203b7a-1dcc-4f24-ba71-ce7b3248f699,1970-01-01,0,Travel,2327.87,ESP,BGD,0,0,1,0,1
sdv-id-MsClIq,4b6c14e4-cc58-4b60-ba4e-8355f5e8a7e1,1970-01-01,0,Gaming,447.65,ESP,BGD,1,1,1,0,1
sdv-id-wlZqxS,d0e656e5-9271-4f6e-bea8-2e3ab54401cb,1970-01-01,0,Travel,716.03,ESP,IND,0,1,1,0,1
sdv-id-HoVdPB,bab4eb77-959f-4841-ad19-312dde3b5a64,1970-01-01,0,Tech,1646.18,ESP,ARE,0,1,0,0,1
sdv-id-TAggub,76a6b583-dcac-4b04-90ae-fe0df836a3b0,1970-01-01,0,Retail,456.73,ESP,UKR,1,1,0,1,0
sdv-id-OxDDaM,a5135ea0-fa53-434d-a6d5-901d8b621d41,1970-01-01,0,Food,2136.57,ESP,VNM,1,0,0,1,0
sdv-id-dhSvJk,7c5470da-189e-4d6e-abda-4e04fbffa9e3,1970-01-01,0,Gaming,2402.7,ESP,GBR,0,1,0,0,1
sdv-id-mdvVwt,698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,1970-01-01,0,Retail,2292.8,ESP,IND,1,0,0,0,1
sdv-id-pflNaI,f996cbae-99b8-4c76-87cb-5208e94e1303,1970-01-01,0,Food,2126.95,ESP,IND,0,0,0,1,1
sdv-id-OzRqVr,b881d322-fe99-4342-9c76-2bd60f403393,1970-01-01,5,Gaming,1696.46,ESP,CHN,0,0,0,1,0
sdv-id-Ltfzmi,420fbeef-9def-4ab9-a54c-a6cadc70ce22,1970-01-01,0,Food,1399.01,ESP,FRA,0,1,1,1,0
sdv-id-WkQqas,a7d4cf50-f791-41e5-83f9-cd6b797ebe87,1970-01-01,0,Travel,2498.88,ESP,PRT,1,0,1,0,1
