id_transaccion,id_usuario,fecha,hora,dias_antiguedad_cuenta,email_verificado,pais_emision,pais_pago,es_online,monto,uso_vpn_proxy,es_fraude
43974,8774,2025-02-19 04:45:00,4,662,1,España,Italia,1,9.39,0,0
45302,7745,2025-02-19 04:54:00,4,18,1,España,Rusia,1,80.1,0,0
30243,3669,2025-02-19 04:56:00,4,976,1,España,Nigeria,1,41.62,1,0
13388,5628,2025-02-19 05:04:00,5,406,1,España,Portugal,1,173.89,0,0
48090,7477,2025-02-19 05:26:00,5,682,1,España,Francia,1,54.27,0,0
34291,5880,2025-02-19 05:44:00,5,631,1,España,México,1,10.27,0,0
34082,2739,2025-02-19 05:48:00,5,706,1,España,India,0,5.61,0,0
9212,6152,2025-02-19 06:14:00,6,1224,1,España,Portugal,1,299.66,0,0
44957,6270,2025-02-19 06:15:00,6,599,1,España,Bangladesh,1,30.51,0,0
35682,4682,2025-02-19 06:22:00,6,424,0,España,Brasil,1,3.71,1,1
25374,228,2025-02-19 06:29:00,6,283,0,España,Brasil,1,103.05,0,0
39990,2724,2025-02-19 06:33:00,6,358,1,España,Nigeria,1,97.35,0,0
48274,4263,2025-02-19 06:38:00,6,76,1,España,Ucrania,1,6.65,1,1
28444,3702,2025-02-19 06:55:00,6,169,1,España,España,0,16.09,0,0
12204,3050,2025-02-19 07:37:00,7,1364,1,España,Reino Unido,1,9.15,0,0
45686,1353,2025-02-19 07:40:00,7,474,1,España,Ucrania,1,58.76,1,0
18657,6374,2025-02-19 07:48:00,7,1391,1,España,España,1,20.71,0,0
30456,5710,2025-02-19 07:55:00,7,94,1,España,Brasil,0,3.0,0,0
29985,5279,2025-02-19 07:58:00,7,880,1,España,España,1,110.29,1,0
8313,6883,2025-02-19 08:02:00,8,639,1,España,Vietnam,0,15.91,0,0
6843,3772,2025-02-19 08:05:00,8,832,1,España,Brasil,1,25.48,0,0
47481,308,2025-02-19 08:17:00,8,413,1,España,Rusia,1,122.33,0,0
20044,3457,2025-02-19 08:22:00,8,1055,1,España,Rusia,1,7.38,0,0
20271,8604,2025-02-19 08:34:00,8,1489,1,España,México,1,9.99,1,1
29137,248,2025-02-19 08:42:00,8,285,1,España,Francia,0,19.0,0,0
42406,5240,2025-02-19 08:46:00,8,1264,1,España,Brasil,1,13.2,0,0
7161,8343,2025-02-19 08:48:00,8,186,1,España,España,1,20.32,0,0
44948,18,2025-02-19 08:52:00,8,1486,1,España,Francia,1,72.66,0,0
29889,598,2025-02-19 09:01:00,9,1290,1,España,México,1,12.05,0,0
42188,7125,2025-02-19 09:20:00,9,94,1,España,México,0,18.06,0,0
37926,9021,2025-02-19 09:21:00,9,1001,1,España,Bangladesh,0,53.5,0,0
30332,4269,2025-02-19 09:23:00,9,830,1,España,Vietnam,1,18.7,0,0
39434,404,2025-02-19 09:35:00,9,421,1,España,Brasil,1,25.32,0,0
16853,7760,2025-02-19 09:58:00,9,185,1,España,Vietnam,1,35.21,1,1
769,1278,2025-02-19 10:20:00,10,300,1,España,Bangladesh,0,121.4,0,0
6542,2590,2025-02-19 10:36:00,10,855,1,España,Alemania,1,22.09,0,0
15482,1722,2025-02-19 11:20:00,11,909,1,España,Vietnam,1,33.22,0,0
46646,3402,2025-02-19 11:21:00,11,50,1,España,Ucrania,0,2.27,0,0
29577,7710,2025-02-19 11:35:00,11,1397,1,España,Brasil,1,24.39,0,0
26516,4436,2025-02-19 11:37:00,11,471,1,España,Brasil,0,26.31,0,0
345,7332,2025-02-19 12:15:00,12,350,1,España,Ucrania,1,10.96,0,0
34681,7578,2025-02-19 12:16:00,12,960,1,España,Ucrania,0,300.29,0,0
20686,2893,2025-02-19 12:21:00,12,646,1,España,Vietnam,1,29.34,1,0
13179,9289,2025-02-19 12:29:00,12,87,1,España,India,1,35.66,0,0
4868,1949,2025-02-19 12:32:00,12,931,0,España,Vietnam,1,34.4,0,0
1502,9549,2025-02-19 12:35:00,12,49,1,España,Francia,0,10.53,0,0
39375,9705,2025-02-19 12:37:00,12,270,1,España,España,1,11.82,0,0
15206,1700,2025-02-19 12:45:00,12,866,0,España,España,1,29.19,0,0
16392,3447,2025-02-19 12:46:00,12,1444,1,España,Brasil,1,74.82,0,0
40413,9998,2025-02-19 13:03:00,13,673,1,España,Alemania,0,21.33,0,0
26217,7134,2025-02-19 13:07:00,13,683,0,España,Ucrania,1,19.09,0,0
42802,4889,2025-02-19 13:12:00,13,1144,1,España,Ucrania,0,91.28,0,0
5144,2659,2025-02-19 13:14:00,13,208,1,España,España,0,10.98,0,0
10673,5356,2025-02-19 13:16:00,13,408,1,España,Brasil,0,35.68,0,0
31772,8052,2025-02-19 13:26:00,13,1190,1,España,Italia,1,15.65,0,0
6929,7880,2025-02-19 13:46:00,13,86,0,España,México,1,61.09,0,0
47904,8734,2025-02-19 14:20:00,14,1046,1,España,India,1,116.94,0,0
22519,4915,2025-02-19 14:42:00,14,1240,1,España,Vietnam,1,19.4,1,1
40573,6890,2025-02-19 15:06:00,15,508,1,España,Reino Unido,1,19.2,0,0
15833,3835,2025-02-19 15:08:00,15,1482,1,España,Bangladesh,1,14.46,0,0
37867,7176,2025-02-19 15:44:00,15,35,0,España,Francia,0,40.46,0,0
48435,6429,2025-02-19 15:47:00,15,1266,1,España,India,1,79.16,0,0
41110,5832,2025-02-19 15:49:00,15,904,1,España,México,1,46.64,0,0
25278,8143,2025-02-19 15:59:00,15,1434,1,España,Alemania,1,53.35,1,0
16188,3942,2025-02-19 16:04:00,16,78,1,España,Nigeria,1,15.96,0,0
9033,5004,2025-02-19 16:17:00,16,818,1,España,Bangladesh,0,79.31,0,0
19829,7239,2025-02-19 16:20:00,16,567,1,España,Ucrania,0,41.26,0,0
36744,3257,2025-02-19 17:07:00,17,1052,1,España,Nigeria,1,56.51,0,0
26684,7244,2025-02-19 17:22:00,17,498,1,España,India,0,3.96,0,0
49560,5658,2025-02-19 17:25:00,17,1387,0,España,Vietnam,1,148.74,0,0
31206,9529,2025-02-19 17:42:00,17,1211,1,España,Portugal,0,10.62,0,0
2668,9596,2025-02-19 17:55:00,17,899,1,España,India,1,84.9,0,0
38827,4883,2025-02-19 17:57:00,17,989,1,España,Alemania,1,35.24,0,0
23306,8361,2025-02-19 18:01:00,18,11,1,España,Brasil,1,7.47,0,0
35770,1191,2025-02-19 18:16:00,18,105,1,España,Vietnam,1,44.09,0,0
13381,4487,2025-02-19 18:48:00,18,1198,1,España,Ucrania,1,102.99,0,0
9795,4682,2025-02-19 18:55:00,18,424,0,España,Brasil,1,51.23,1,0
44188,8648,2025-02-19 19:26:00,19,811,1,España,México,1,68.6,0,0
26410,2263,2025-02-19 19:27:00,19,1460,1,España,Brasil,1,20.67,0,0
20777,1274,2025-02-19 19:45:00,19,762,0,España,México,0,107.98,0,0
36670,880,2025-02-19 20:02:00,20,129,1,España,México,1,30.54,1,1
21395,5826,2025-02-19 20:32:00,20,369,1,España,Brasil,1,17.28,0,0
47111,549,2025-02-19 20:39:00,20,773,1,España,India,0,17.5,0,0
11124,4906,2025-02-19 20:45:00,20,1260,1,España,Bangladesh,1,11.06,0,0
42438,9232,2025-02-19 20:52:00,20,1086,1,España,España,1,66.21,0,0
22957,1865,2025-02-19 21:14:00,21,357,0,España,Vietnam,1,93.81,0,0
40838,2249,2025-02-19 21:16:00,21,156,1,España,Ucrania,1,59.22,0,0
21322,9247,2025-02-19 22:00:00,22,101,0,España,Nigeria,1,57.19,0,0
33363,2510,2025-02-19 22:09:00,22,550,0,España,Portugal,0,41.69,0,0
24438,8438,2025-02-19 22:15:00,22,287,1,España,Rusia,1,9.23,0,0
1479,5672,2025-02-19 22:27:00,22,1069,1,España,Rusia,1,39.96,0,0
26585,1533,2025-02-19 22:28:00,22,595,1,España,India,1,78.95,1,0
8850,8686,2025-02-19 22:36:00,22,1395,1,España,Bangladesh,1,47.77,0,0
28939,8442,2025-02-19 22:38:00,22,1211,1,España,India,0,65.14,0,0
15812,1327,2025-02-19 22:54:00,22,52,0,España,Rusia,1,26.53,0,0
14599,4650,2025-02-19 22:59:00,22,1282,1,España,Alemania,0,22.51,0,0
17778,8344,2025-02-19 23:02:00,23,358,1,España,Alemania,1,49.54,0,0
8195,8568,2025-02-19 23:07:00,23,1085,1,España,Brasil,0,103.84,0,0
27606,4368,2025-02-19 23:40:00,23,623,1,España,India,1,4.02,0,0
39989,2870,2025-02-19 23:41:00,23,1462,0,España,Portugal,1,20.85,0,0
34092,6959,2025-02-19 23:57:00,23,1026,1,España,Alemania,1,22.52,0,0
38861,3120,2025-02-20 00:05:00,0,616,1,España,Vietnam,0,121.42,0,0
23641,122,2025-02-20 00:35:00,0,828,1,España,México,1,36.91,0,0
25876,8479,2025-02-20 00:43:00,0,769,1,España,México,1,34.29,0,0
35736,990,2025-02-20 00:53:00,0,504,1,España,Japón,1,34.47,0,0
32870,2473,2025-02-20 01:16:00,1,1396,0,España,Ucrania,1,70.33,0,0
8296,5776,2025-02-20 01:35:00,1,1099,1,España,Brasil,0,93.71,0,0
2579,9178,2025-02-20 01:39:00,1,51,1,España,Japón,1,29.06,0,0
23543,6043,2025-02-20 01:42:00,1,446,1,España,Nigeria,1,91.91,0,0
29252,9363,2025-02-20 02:11:00,2,0,1,España,Portugal,1,73.04,0,0
18138,3152,2025-02-20 02:24:00,2,990,1,España,India,1,108.61,0,0
45432,2925,2025-02-20 02:26:00,2,273,1,España,Alemania,1,69.02,1,0
35883,9898,2025-02-20 02:48:00,2,778,1,España,Francia,1,84.94,0,0
12363,7831,2025-02-20 02:58:00,2,148,1,España,Nigeria,1,118.47,0,0
48510,4905,2025-02-20 03:15:00,3,172,1,España,Vietnam,1,29.85,0,0
13098,8183,2025-02-20 03:24:00,3,1400,1,España,Alemania,1,31.29,0,0
37917,2929,2025-02-20 03:29:00,3,739,1,España,Ucrania,1,90.6,0,0
16092,9555,2025-02-20 03:39:00,3,599,1,España,Francia,1,23.52,0,0
8796,3450,2025-02-20 03:47:00,3,1192,0,España,Ucrania,1,9.16,1,0
3051,7376,2025-02-20 04:00:00,4,50,1,España,España,0,68.24,0,0
30728,6537,2025-02-20 04:02:00,4,344,1,España,Francia,1,17.41,0,0
37751,7468,2025-02-20 04:06:00,4,476,1,España,Alemania,1,9.6,0,0
11092,4634,2025-02-20 04:15:00,4,704,1,España,Brasil,0,74.34,0,0
8116,8842,2025-02-20 04:15:00,4,770,0,España,España,1,17.13,0,0
28275,71,2025-02-20 04:24:00,4,1232,1,España,Japón,1,133.78,0,0
1259,2338,2025-02-20 04:34:00,4,1181,1,España,Ucrania,0,84.07,0,0
27063,5570,2025-02-20 04:47:00,4,1108,1,España,Reino Unido,1,172.42,1,0
1282,3216,2025-02-20 05:03:00,5,1479,1,España,Vietnam,0,37.98,0,0
42529,8144,2025-02-20 05:06:00,5,95,0,España,India,1,54.57,0,0
6972,7159,2025-02-20 05:07:00,5,1390,1,España,Bangladesh,1,25.71,0,0
27071,8560,2025-02-20 05:17:00,5,704,1,España,Bangladesh,1,84.24,0,0
37219,8644,2025-02-20 05:53:00,5,48,1,España,Brasil,0,9.72,0,0
17291,3251,2025-02-20 05:56:00,5,452,0,España,Ucrania,1,21.33,0,0
11181,6546,2025-02-20 06:01:00,6,46,1,España,Reino Unido,1,49.14,0,0
30366,8925,2025-02-20 06:10:00,6,1217,1,España,Rusia,0,13.23,0,0
37688,6071,2025-02-20 06:12:00,6,247,0,España,Francia,1,14.68,0,0
9314,9660,2025-02-20 06:34:00,6,575,1,España,Alemania,0,57.89,0,0
27033,8734,2025-02-20 07:07:00,7,1046,1,España,Ucrania,1,31.64,0,0
46872,5324,2025-02-20 07:13:00,7,1471,1,España,México,1,32.31,0,0
21838,6306,2025-02-20 07:19:00,7,49,1,España,Brasil,1,231.75,0,0
41704,9763,2025-02-20 07:25:00,7,983,1,España,Brasil,0,79.26,0,0
24915,2502,2025-02-20 07:48:00,7,1494,0,España,Nigeria,1,22.94,0,0
4111,5117,2025-02-20 08:36:00,8,702,1,España,Francia,1,112.16,0,0
9642,4257,2025-02-20 08:54:00,8,1273,1,España,Ucrania,1,35.5,0,0
16916,7508,2025-02-20 08:54:00,8,346,1,España,Brasil,1,35.65,0,0
27591,6460,2025-02-20 09:14:00,9,1220,0,España,Vietnam,1,6.64,0,0
8593,2193,2025-02-20 09:32:00,9,85,1,España,Alemania,1,40.46,0,0
8814,7160,2025-02-20 09:33:00,9,1408,1,España,Reino Unido,1,21.91,0,0
28975,7474,2025-02-20 09:35:00,9,389,1,España,Vietnam,1,259.25,0,0
14745,5667,2025-02-20 09:37:00,9,974,1,España,India,0,10.3,0,0
2925,6769,2025-02-20 09:48:00,9,255,1,España,Brasil,1,24.21,0,0
43373,760,2025-02-20 09:52:00,9,1365,1,España,Rusia,1,38.67,0,0
44361,3350,2025-02-20 10:10:00,10,75,1,España,India,1,143.92,0,0
28558,4737,2025-02-20 10:13:00,10,328,1,España,India,1,28.71,1,0
46225,5751,2025-02-20 10:22:00,10,288,1,España,Nigeria,1,107.95,0,0
27545,464,2025-02-20 10:29:00,10,13,1,España,Bangladesh,1,123.47,0,0
9276,5950,2025-02-20 10:35:00,10,73,1,España,México,0,10.78,0,0
38421,7314,2025-02-20 10:49:00,10,289,1,España,Alemania,1,170.84,0,0
23598,9658,2025-02-20 11:03:00,11,741,1,España,India,1,78.4,1,0
41257,4490,2025-02-20 11:12:00,11,353,1,España,India,0,22.28,0,0
7879,9895,2025-02-20 11:24:00,11,180,1,España,Nigeria,1,12.39,0,0
4279,5672,2025-02-20 11:32:00,11,1069,1,España,Bangladesh,1,76.12,0,0
2521,402,2025-02-20 11:55:00,11,27,1,España,Brasil,1,52.91,1,0
39200,3345,2025-02-20 11:55:00,11,1028,1,España,Bangladesh,1,143.47,0,0
40331,6430,2025-02-20 12:01:00,12,1260,1,España,Nigeria,1,59.93,0,0
48464,5973,2025-02-20 12:03:00,12,1408,1,España,Francia,1,14.01,0,0
16795,902,2025-02-20 12:03:00,12,1427,1,España,España,1,69.81,0,0
19094,3924,2025-02-20 12:05:00,12,1191,0,España,Rusia,0,112.01,0,0
44514,9064,2025-02-20 12:06:00,12,270,1,España,Japón,1,35.59,0,0
47405,8657,2025-02-20 12:19:00,12,1067,1,España,España,1,10.02,0,0
41720,3094,2025-02-20 12:20:00,12,512,1,España,Bangladesh,1,74.04,0,0
16337,3621,2025-02-20 12:26:00,12,1288,1,España,Bangladesh,1,78.39,0,0
26383,6146,2025-02-20 12:32:00,12,368,1,España,Nigeria,1,70.11,0,0
48125,5055,2025-02-20 12:57:00,12,842,1,España,India,1,12.54,0,0
36440,3007,2025-02-20 12:58:00,12,1406,1,España,Ucrania,1,12.84,0,0
12028,7090,2025-02-20 13:02:00,13,1343,1,España,Alemania,1,110.48,0,0
15813,7485,2025-02-20 13:08:00,13,80,0,España,Bangladesh,0,82.59,0,0
24524,1154,2025-02-20 13:15:00,13,1296,1,España,Nigeria,1,15.6,0,0
4733,2200,2025-02-20 13:25:00,13,763,1,España,Reino Unido,1,70.25,0,0
17435,2016,2025-02-20 13:48:00,13,923,1,España,México,1,42.92,0,0
23235,962,2025-02-20 13:52:00,13,854,1,España,Nigeria,1,56.01,0,0
12997,7582,2025-02-20 13:53:00,13,1402,1,España,Ucrania,1,172.05,1,0
35192,2059,2025-02-20 13:56:00,13,306,1,España,Nigeria,1,7.63,0,0
27090,4162,2025-02-20 14:03:00,14,537,1,España,Ucrania,0,62.54,0,0
18545,46,2025-02-20 14:07:00,14,1436,0,España,Vietnam,1,22.21,0,0
1639,2769,2025-02-20 14:07:00,14,925,1,España,Nigeria,0,122.09,0,0
25130,1165,2025-02-20 14:15:00,14,1257,1,España,Nigeria,1,23.62,0,0
43488,577,2025-02-20 14:42:00,14,113,0,España,México,1,38.98,0,0
41677,8955,2025-02-20 14:44:00,14,832,1,España,Rusia,1,15.4,0,0
15232,7314,2025-02-20 14:54:00,14,289,1,España,Reino Unido,1,14.63,0,0
9303,4456,2025-02-20 15:02:00,15,364,0,España,Ucrania,1,37.34,0,0
15037,1883,2025-02-20 15:08:00,15,1423,0,España,Rusia,0,36.35,0,0
13680,1361,2025-02-20 15:14:00,15,1028,1,España,México,1,5.69,1,1
30824,3425,2025-02-20 15:20:00,15,280,1,España,México,1,17.41,0,0
36098,8276,2025-02-20 15:28:00,15,1347,1,España,Nigeria,1,11.69,0,0
3357,5447,2025-02-20 15:30:00,15,999,1,España,Portugal,1,44.09,0,0
45955,3539,2025-02-20 15:39:00,15,1252,1,España,India,1,9.72,0,0
35652,9331,2025-02-20 15:40:00,15,31,1,España,India,1,40.57,0,0
36390,6992,2025-02-20 15:40:00,15,1229,1,España,Alemania,1,449.98,0,0
34055,4058,2025-02-20 15:41:00,15,762,1,España,Nigeria,1,20.04,0,0
36113,4954,2025-02-20 15:44:00,15,981,1,España,Nigeria,0,34.67,0,0
33870,7821,2025-02-20 16:08:00,16,855,0,España,India,0,104.56,0,0
33013,3390,2025-02-20 16:21:00,16,1133,1,España,Ucrania,1,36.11,0,0
503,84,2025-02-20 16:31:00,16,1406,1,España,Nigeria,1,12.24,1,1
28529,2603,2025-02-20 17:22:00,17,204,1,España,Vietnam,1,55.89,0,0
20515,9831,2025-02-20 17:51:00,17,215,1,España,Brasil,1,67.49,0,0
34042,8234,2025-02-20 17:52:00,17,783,1,España,Bangladesh,1,11.45,0,0
18495,9749,2025-02-20 17:59:00,17,192,0,España,Brasil,0,92.35,0,0
31415,2704,2025-02-20 18:06:00,18,1044,1,España,Ucrania,0,52.69,0,0
41909,7112,2025-02-20 18:26:00,18,656,1,España,Nigeria,0,20.54,0,0
47206,3056,2025-02-20 18:50:00,18,715,1,España,Nigeria,1,44.78,0,0
41243,7406,2025-02-20 18:57:00,18,1407,1,España,México,1,48.69,0,0
24869,271,2025-02-20 19:18:00,19,885,1,España,Vietnam,1,54.21,0,0
46700,5054,2025-02-20 19:19:00,19,1327,0,España,Japón,1,28.7,0,0
14597,7869,2025-02-20 19:28:00,19,968,1,España,India,1,12.93,0,0
10927,1632,2025-02-20 19:29:00,19,487,1,España,Bangladesh,1,202.74,0,0
46726,6878,2025-02-20 19:39:00,19,873,0,España,México,1,7.31,1,0
38181,9964,2025-02-20 19:40:00,19,997,0,España,Ucrania,1,6.91,1,0
25080,4680,2025-02-20 19:45:00,19,1064,1,España,Brasil,0,16.68,0,0
35651,28,2025-02-20 19:58:00,19,192,1,España,Reino Unido,1,11.03,0,0
36899,3500,2025-02-20 20:30:00,20,653,1,España,Vietnam,1,26.17,0,0
17083,7527,2025-02-20 20:30:00,20,646,0,España,Francia,0,30.68,0,0
36849,2944,2025-02-20 20:47:00,20,283,1,España,Bangladesh,1,12.45,0,0
27390,2150,2025-02-20 20:51:00,20,405,1,España,México,1,31.42,0,0
17266,2238,2025-02-20 21:17:00,21,474,1,España,Rusia,1,45.24,0,0
38301,3583,2025-02-20 21:25:00,21,303,1,España,Ucrania,0,6.99,0,0
27745,8916,2025-02-20 21:25:00,21,156,1,España,India,1,75.3,0,0
7940,1043,2025-02-20 21:30:00,21,1205,1,España,Nigeria,0,2.31,0,0
40783,155,2025-02-20 21:41:00,21,833,1,España,Japón,1,24.92,0,0
13969,6103,2025-02-20 21:49:00,21,1286,0,España,Vietnam,1,102.44,0,0
10555,8152,2025-02-20 21:53:00,21,527,1,España,México,0,122.28,0,0
20482,3983,2025-02-20 22:32:00,22,59,1,España,Brasil,1,25.27,0,0
17597,2483,2025-02-20 22:46:00,22,1383,1,España,Ucrania,1,14.21,0,0
14798,1655,2025-02-20 23:11:00,23,530,0,España,Nigeria,0,11.86,0,0
39040,739,2025-02-20 23:12:00,23,102,1,España,Vietnam,1,15.44,0,0
35155,562,2025-02-20 23:16:00,23,531,1,España,Ucrania,1,87.89,0,0
31266,6226,2025-02-20 23:16:00,23,82,1,España,Brasil,1,35.36,1,1
43755,1879,2025-02-20 23:20:00,23,112,1,España,Bangladesh,1,21.12,0,0
18762,8015,2025-02-20 23:21:00,23,1412,1,España,Portugal,0,8.37,0,0
5307,968,2025-02-20 23:22:00,23,1394,1,España,Ucrania,0,44.92,0,0
17885,714,2025-02-20 23:34:00,23,398,1,España,Nigeria,1,171.91,0,0
14937,3016,2025-02-20 23:58:00,23,713,1,España,Reino Unido,1,49.56,0,0
49244,838,2025-02-21 00:34:00,0,349,1,España,India,0,24.93,0,0
27754,6492,2025-02-21 00:40:00,0,51,1,España,Francia,1,30.89,0,0
1698,3377,2025-02-21 01:06:00,1,908,1,España,Vietnam,0,59.26,0,0
30408,7326,2025-02-21 01:13:00,1,1437,1,España,Brasil,1,56.66,0,0
589,3853,2025-02-21 01:23:00,1,1272,1,España,Ucrania,1,28.84,0,0
34922,4278,2025-02-21 01:24:00,1,837,1,España,Ucrania,1,29.19,0,0
15662,6232,2025-02-21 01:27:00,1,441,1,España,Bangladesh,1,23.34,0,0
37001,7137,2025-02-21 01:28:00,1,65,1,España,Rusia,1,83.34,0,0
38753,9178,2025-02-21 01:33:00,1,51,1,España,Bangladesh,0,28.48,0,0
13386,7912,2025-02-21 01:35:00,1,914,1,España,Japón,0,21.89,0,0
32165,9902,2025-02-21 01:41:00,1,496,1,España,Bangladesh,1,44.37,0,0
14449,9520,2025-02-21 01:51:00,1,590,1,España,México,1,34.1,1,0
10141,4095,2025-02-21 02:08:00,2,1183,1,España,Bangladesh,1,32.39,0,0
9376,5818,2025-02-21 02:31:00,2,1379,1,España,Rusia,0,13.73,0,0
15830,6869,2025-02-21 02:41:00,2,1453,1,España,Francia,0,8.96,0,0
10179,2574,2025-02-21 02:46:00,2,1241,1,España,Francia,0,62.86,0,0
38784,3585,2025-02-21 02:46:00,2,89,1,España,Ucrania,1,171.22,0,0
2275,3443,2025-02-21 02:49:00,2,1257,1,España,Brasil,0,40.4,0,0
6798,8068,2025-02-21 02:56:00,2,963,1,España,Portugal,0,500.96,0,0
14724,6521,2025-02-21 03:11:00,3,180,1,España,Reino Unido,1,25.37,0,0
37699,8957,2025-02-21 03:34:00,3,1105,1,España,Japón,1,75.72,0,0
47172,7259,2025-02-21 03:43:00,3,1211,1,España,India,1,59.62,0,0
1201,884,2025-02-21 04:06:00,4,680,1,España,India,1,19.7,0,0
39664,4833,2025-02-21 04:19:00,4,1375,1,España,Italia,1,36.75,0,0
12503,5604,2025-02-21 04:24:00,4,1418,1,España,Japón,1,22.6,0,0
11481,440,2025-02-21 04:25:00,4,719,1,España,Ucrania,1,11.42,0,0
43909,9406,2025-02-21 04:43:00,4,1196,1,España,Rusia,1,130.16,0,0
28712,7389,2025-02-21 04:48:00,4,954,1,España,Italia,1,3.76,0,0
13457,3793,2025-02-21 05:01:00,5,1448,1,España,Japón,1,75.78,1,0
41307,1818,2025-02-21 05:09:00,5,1393,1,España,India,0,51.52,0,0
2105,558,2025-02-21 05:41:00,5,307,1,España,Reino Unido,0,58.17,0,0
20461,3734,2025-02-21 06:09:00,6,626,1,España,Bangladesh,1,78.83,0,0
20866,2584,2025-02-21 06:20:00,6,1212,1,España,España,1,32.36,0,0
42903,7280,2025-02-21 06:34:00,6,468,1,España,Rusia,0,49.68,0,0
34906,163,2025-02-21 06:36:00,6,1114,1,España,Italia,0,51.26,0,0
597,7806,2025-02-21 06:47:00,6,321,1,España,Rusia,1,29.32,0,0
3174,3530,2025-02-21 07:01:00,7,995,1,España,Ucrania,1,27.57,0,0
4350,2241,2025-02-21 07:09:00,7,824,1,España,México,1,44.85,0,0
8660,1786,2025-02-21 07:10:00,7,1471,0,España,Bangladesh,0,75.06,0,0
47077,626,2025-02-21 07:16:00,7,225,1,España,Rusia,0,37.16,0,0
20781,486,2025-02-21 07:56:00,7,514,1,España,Italia,1,45.1,0,0
46990,7189,2025-02-21 08:17:00,8,508,1,España,Vietnam,1,18.62,0,0
45485,751,2025-02-21 08:24:00,8,692,1,España,México,1,6.01,0,0
42858,3620,2025-02-21 08:40:00,8,1079,1,España,España,1,51.74,0,0
2023,6474,2025-02-21 08:52:00,8,822,1,España,Reino Unido,0,25.28,0,0
3807,6038,2025-02-21 09:17:00,9,1256,1,España,Portugal,1,18.32,0,0
49632,1418,2025-02-21 10:05:00,10,1121,0,España,Nigeria,0,24.64,0,0
3068,4839,2025-02-21 10:29:00,10,469,1,España,Italia,1,93.14,0,0
37708,9047,2025-02-21 10:30:00,10,753,0,España,Alemania,0,259.32,0,0
3917,809,2025-02-21 10:31:00,10,637,1,España,Ucrania,1,20.71,0,0
12111,4809,2025-02-21 11:23:00,11,508,1,España,Vietnam,1,75.04,0,0
24727,9877,2025-02-21 11:34:00,11,142,1,España,Ucrania,1,3.72,0,0
40464,8539,2025-02-21 11:37:00,11,1023,1,España,Vietnam,1,30.16,0,0
26218,7054,2025-02-21 11:55:00,11,1110,1,España,Brasil,1,36.02,0,0
43863,4056,2025-02-21 11:58:00,11,557,1,España,México,1,92.29,0,0
16120,8146,2025-02-21 12:16:00,12,220,1,España,Brasil,1,12.26,0,0
21279,5768,2025-02-21 12:20:00,12,184,1,España,Vietnam,1,26.24,0,0
15143,2104,2025-02-21 12:31:00,12,420,1,España,Vietnam,1,19.24,0,0
9638,7443,2025-02-21 12:45:00,12,560,1,España,Japón,1,28.96,0,0
34283,265,2025-02-21 12:50:00,12,1282,1,España,Vietnam,1,18.16,0,0
5234,1330,2025-02-21 12:58:00,12,1240,1,España,Italia,1,34.85,0,0
38281,9216,2025-02-21 13:09:00,13,457,1,España,Nigeria,0,28.73,0,0
10178,1075,2025-02-21 13:11:00,13,839,1,España,Alemania,1,27.3,0,0
22101,6993,2025-02-21 13:16:00,13,1456,1,España,Italia,1,53.73,0,0
21151,1265,2025-02-21 13:38:00,13,556,1,España,España,1,37.29,0,0
22386,1897,2025-02-21 13:44:00,13,224,1,España,México,1,10.82,0,0
46143,8598,2025-02-21 13:46:00,13,620,1,España,México,1,18.27,0,0
16986,8985,2025-02-21 14:00:00,14,953,1,España,Ucrania,1,38.86,1,0
26189,6825,2025-02-21 14:20:00,14,633,1,España,México,0,51.11,0,0
26732,6273,2025-02-21 14:30:00,14,374,1,España,Portugal,0,6.82,0,0
28350,839,2025-02-21 14:30:00,14,1190,1,España,Ucrania,1,54.97,0,0
31071,4389,2025-02-21 14:34:00,14,1448,1,España,Vietnam,1,77.62,0,0
22439,4825,2025-02-21 14:39:00,14,753,1,España,Vietnam,0,18.24,0,0
42189,344,2025-02-21 15:01:00,15,64,1,España,Portugal,0,30.48,0,0
32397,3412,2025-02-21 15:23:00,15,832,1,España,Italia,1,6.39,0,0
31471,1588,2025-02-21 15:43:00,15,1109,1,España,Vietnam,1,51.09,0,0
37328,4985,2025-02-21 15:45:00,15,1282,1,España,Japón,0,35.24,0,0
36795,6623,2025-02-21 15:57:00,15,1405,1,España,Francia,0,16.15,0,0
37551,4562,2025-02-21 15:58:00,15,732,1,España,Rusia,1,84.86,0,0
13107,4167,2025-02-21 16:08:00,16,1248,1,España,Brasil,1,64.81,0,0
27095,390,2025-02-21 16:18:00,16,1407,1,España,Ucrania,0,13.87,0,0
46085,724,2025-02-21 16:32:00,16,40,1,España,Japón,1,82.15,0,0
16929,51,2025-02-21 16:42:00,16,113,1,España,Reino Unido,0,25.11,0,0
43657,7835,2025-02-21 16:57:00,16,77,1,España,Portugal,1,9.53,1,0
827,2597,2025-02-21 17:00:00,17,600,1,España,Italia,1,8.56,0,0
16947,5129,2025-02-21 17:09:00,17,1361,1,España,Italia,1,6.77,0,0
19571,9411,2025-02-21 17:14:00,17,63,1,España,Nigeria,0,266.93,0,0
15181,1896,2025-02-21 17:29:00,17,1194,1,España,Rusia,1,56.6,0,0
27160,2453,2025-02-21 17:31:00,17,624,1,España,Portugal,1,82.32,0,0
