id_transaccion,id_usuario,fecha,hora,dias_antiguedad_cuenta,email_verificado,categoria,importe,es_online,pais_emision,pais_pago,tipo_tarjeta,mismo_envio_facturacion,tipo_dispositivo,uso_vpn_proxy,paso_3d_secure,minutos_desde_ultima_tx,es_fraude
90573,7406,2025-04-02 04:39:00,4,1310,1,Electrónica,20.15,1,ES,ES,Crédito,1,Desktop,0,0,10149.0,0
98816,6426,2025-04-02 04:40:00,4,548,1,Restaurante,5.82,0,GB,GB,Crédito,1,Físico (TPV),0,0,999999.0,0
91609,9185,2025-04-02 04:53:00,4,1499,1,Salud,35.2,1,US,US,Débito,1,Desktop,0,0,7778.0,0
67667,4607,2025-04-02 04:55:00,4,121,1,Suscripciones,9.99,0,ES,ES,Crédito,1,Físico (TPV),0,0,60680.0,0
71719,3705,2025-04-02 05:11:00,5,1160,1,Salud,4.59,0,US,US,Débito,1,Físico (TPV),0,0,6266.0,0
44149,375,2025-04-02 05:16:00,5,520,1,Suscripciones,6.82,1,MX,MX,Débito,0,Móvil,0,0,9592.0,0
70530,655,2025-04-02 05:21:00,5,168,1,Suscripciones,235.2,0,ES,ES,Débito,1,Físico (TPV),0,0,922.0,0
65763,553,2025-04-02 05:21:00,5,690,1,Supermercado,9.2,1,ES,ES,Débito,1,Móvil,0,0,42338.0,0
478,6693,2025-04-02 05:33:00,5,1407,1,Electrónica,10.54,1,ES,ES,Crédito,1,Desktop,0,0,15870.0,0
7070,9973,2025-04-02 05:39:00,5,625,1,Supermercado,27.35,1,ES,ES,Crédito,1,Móvil,0,0,53701.0,0
65252,7662,2025-04-02 05:40:00,5,768,1,Supermercado,57.26,1,MX,MX,Débito,1,Móvil,0,0,16692.0,0
45668,2799,2025-04-02 05:42:00,5,432,1,Supermercado,53.65,0,ES,ES,Débito,1,Físico (TPV),0,0,82725.0,0
70809,2632,2025-04-02 05:42:00,5,231,1,Salud,46.96,1,BR,BR,Débito,1,Desktop,0,1,14799.0,0
94340,3711,2025-04-02 05:54:00,5,1029,1,Restaurante,41.43,0,ES,ES,Débito,1,Físico (TPV),0,0,128640.0,0
16422,1424,2025-04-02 06:01:00,6,1229,1,Salud,11.41,1,ES,ES,Crédito,1,Móvil,0,0,999999.0,0
71876,9432,2025-04-02 06:04:00,6,486,1,Restaurante,6.95,0,ES,ES,Débito,1,Físico (TPV),0,0,2661.0,0
89595,2185,2025-04-02 06:06:00,6,1144,1,Supermercado,109.96,0,ES,ES,Prepago,1,Físico (TPV),0,0,999999.0,0
45486,8291,2025-04-02 06:06:00,6,1025,1,Viajes,22.09,1,ES,ES,Débito,1,Móvil,0,0,17774.0,0
86652,8138,2025-04-02 06:07:00,6,1403,0,Electrónica,190.96,0,ES,ES,Débito,1,Físico (TPV),0,0,2331.0,0
61961,7418,2025-04-02 06:21:00,6,640,1,Salud,71.1,0,IT,IT,Débito,1,Físico (TPV),0,0,85820.0,0
89833,3272,2025-04-02 06:24:00,6,43,1,Restaurante,8.54,0,ES,ES,Crédito,1,Físico (TPV),0,0,22422.0,0
13773,9585,2025-04-02 06:36:00,6,486,1,Electrónica,17.99,0,US,US,Crédito,1,Físico (TPV),0,0,15695.0,0
22605,7270,2025-04-02 06:38:00,6,1469,1,Suscripciones,6.55,1,US,US,Débito,1,Móvil,0,0,318.0,0
85386,1067,2025-04-02 06:39:00,6,1010,1,Electrónica,14.94,1,ES,ES,Crédito,1,Móvil,0,0,102663.0,0
36768,6197,2025-04-02 06:40:00,6,212,1,Electrónica,11.7,0,DE,DE,Débito,1,Físico (TPV),0,0,43927.0,0
83380,5560,2025-04-02 06:48:00,6,1396,1,Supermercado,86.6,1,ES,ES,Crédito,1,Móvil,0,1,88353.0,0
21678,7536,2025-04-02 06:58:00,6,138,1,Restaurante,2.59,1,DE,DE,Crédito,1,Desktop,0,0,58611.0,0
21005,8174,2025-04-02 06:58:00,6,403,0,Supermercado,33.6,1,ES,ES,Crédito,0,Móvil,0,0,999999.0,0
66065,9632,2025-04-02 07:00:00,7,177,0,Supermercado,9.22,0,ES,ES,Débito,1,Físico (TPV),0,0,77176.0,0
42728,3500,2025-04-02 07:00:00,7,14,1,Restaurante,4.42,1,ES,ES,Débito,1,Tablet,0,0,999999.0,0
42641,2282,2025-04-02 07:09:00,7,99,1,Restaurante,187.79,1,FR,FR,Prepago,1,Desktop,0,1,16882.0,0
57010,1384,2025-04-02 07:17:00,7,1343,0,Supermercado,45.87,1,FR,FR,Crédito,1,Desktop,0,0,17662.0,0
49649,2772,2025-04-02 07:20:00,7,813,1,Salud,15.87,0,ES,ES,Débito,1,Físico (TPV),0,0,106043.0,0
40901,6672,2025-04-02 07:23:00,7,224,1,Supermercado,8.34,1,ES,ES,Débito,1,Móvil,0,0,72889.0,0
741,5229,2025-04-02 07:24:00,7,300,1,Restaurante,58.53,0,ES,ES,Crédito,1,Físico (TPV),0,0,13238.0,0
82283,9904,2025-04-02 07:33:00,7,652,1,Restaurante,19.25,0,ES,ES,Débito,1,Físico (TPV),0,0,443.0,0
72146,2372,2025-04-02 07:52:00,7,1121,1,Suscripciones,3.15,1,CN,CN,Débito,1,Móvil,0,0,11675.0,0
23094,8731,2025-04-02 07:55:00,7,1180,1,Supermercado,97.89,1,IT,IT,Débito,1,Desktop,0,1,79146.0,0
46725,2197,2025-04-02 08:07:00,8,1345,1,Suscripciones,7.61,1,ES,ES,Débito,1,Desktop,0,0,2628.0,0
8524,6769,2025-04-02 08:42:00,8,1195,1,Supermercado,100.83,1,ES,ES,Crédito,1,Móvil,0,1,2841.0,0
94918,4940,2025-04-02 08:45:00,8,408,0,Supermercado,35.3,1,ES,ES,Débito,1,Desktop,0,0,87888.0,0
60149,852,2025-04-02 08:48:00,8,360,1,Restaurante,92.01,0,ES,ES,Crédito,1,Físico (TPV),0,0,15984.0,0
22785,3023,2025-04-02 08:52:00,8,323,1,Suscripciones,4.87,0,US,ES,Débito,1,Físico (TPV),0,0,46224.0,0
40398,5383,2025-04-02 09:05:00,9,54,1,Restaurante,679.77,1,ES,ES,Débito,1,Desktop,0,1,8137.0,0
22766,9997,2025-04-02 09:10:00,9,972,1,Electrónica,57.19,0,US,US,Débito,1,Físico (TPV),0,0,21549.0,0
20935,3764,2025-04-02 09:25:00,9,1097,1,Supermercado,3.56,0,ES,ES,Crédito,1,Físico (TPV),0,0,31841.0,0
30946,2964,2025-04-02 09:27:00,9,217,1,Suscripciones,33.26,1,BR,BR,Crédito,1,Desktop,0,0,11664.0,0
75827,6323,2025-04-02 09:33:00,9,306,1,Restaurante,12.56,1,ES,ES,Débito,1,Móvil,0,0,32192.0,0
91461,5942,2025-04-02 09:34:00,9,620,1,Supermercado,60.11,0,ES,IT,Débito,1,Físico (TPV),0,0,3269.0,0
36781,5895,2025-04-02 09:36:00,9,687,0,Restaurante,13.4,0,US,US,Débito,1,Físico (TPV),0,0,34436.0,0
74722,923,2025-04-02 09:46:00,9,1077,1,Electrónica,12.53,1,ES,ES,Débito,1,Desktop,0,0,7300.0,0
94415,3559,2025-04-02 09:47:00,9,526,1,Suscripciones,3.59,1,GB,GB,Débito,0,Móvil,0,0,74198.0,0
11817,8227,2025-04-02 09:47:00,9,1149,1,Suscripciones,66.51,1,ES,US,Débito,1,Desktop,0,1,13433.0,0
91961,2020,2025-04-02 09:49:00,9,1057,1,Supermercado,1.15,1,ES,ES,Débito,1,Móvil,0,0,7308.0,0
64583,6790,2025-04-02 09:50:00,9,199,1,Salud,35.82,1,ES,JP,Débito,1,Móvil,0,0,47242.0,0
13278,3507,2025-04-02 09:52:00,9,864,0,Salud,2.49,1,DE,DE,Crédito,1,Móvil,0,1,31612.0,0
25473,452,2025-04-02 10:02:00,10,1091,1,Suscripciones,8.77,0,US,US,Crédito,1,Físico (TPV),0,0,6146.0,0
88942,252,2025-04-02 10:08:00,10,641,1,Electrónica,23.41,0,DE,DE,Crédito,1,Físico (TPV),0,0,999999.0,0
55021,6448,2025-04-02 10:08:00,10,705,1,Supermercado,4.24,1,US,US,Prepago,1,Móvil,0,0,6783.0,0
61938,6035,2025-04-02 10:11:00,10,1401,1,Electrónica,18.05,0,FR,FR,Crédito,1,Físico (TPV),0,0,9381.0,0
62953,3768,2025-04-02 10:15:00,10,1212,1,Supermercado,17.66,1,GB,GB,Débito,1,Desktop,0,0,8250.0,0
26594,7335,2025-04-02 10:21:00,10,220,1,Suscripciones,66.79,0,ES,ES,Débito,1,Físico (TPV),0,0,20694.0,0
86975,5231,2025-04-02 10:23:00,10,1462,1,Suscripciones,17.63,1,US,US,Débito,1,Móvil,0,0,58271.0,0
21715,7610,2025-04-02 10:26:00,10,1263,1,Supermercado,29.37,1,ES,ES,Débito,1,Desktop,0,0,31421.0,0
60902,844,2025-04-02 10:40:00,10,802,1,Supermercado,12.37,0,ES,ES,Débito,1,Físico (TPV),0,0,13773.0,0
66251,8744,2025-04-02 10:42:00,10,746,1,Restaurante,17.56,1,US,US,Crédito,0,Desktop,0,0,68681.0,0
2686,759,2025-04-02 10:51:00,10,1197,1,Suscripciones,134.49,1,ES,RU,Crédito,1,Móvil,0,1,2019.0,0
96699,3522,2025-04-02 10:51:00,10,1467,1,Suscripciones,19.57,1,US,US,Crédito,0,Móvil,0,0,999999.0,0
31514,3829,2025-04-02 10:52:00,10,689,1,Supermercado,4.78,1,IT,IT,Crédito,0,Móvil,0,0,44514.0,0
68588,1889,2025-04-02 11:05:00,11,594,1,Viajes,19.05,1,ES,ES,Crédito,0,Móvil,0,0,109004.0,0
61473,9399,2025-04-02 11:17:00,11,513,1,Salud,8.89,1,ES,ES,Crédito,1,Móvil,0,0,25940.0,0
4068,4449,2025-04-02 11:17:00,11,1345,1,Suscripciones,5.77,0,ES,ES,Débito,1,Físico (TPV),0,0,42257.0,0
56311,7419,2025-04-02 11:20:00,11,1059,1,Viajes,3.07,1,ES,ES,Débito,1,Móvil,0,0,33765.0,0
3079,3470,2025-04-02 11:33:00,11,182,1,Salud,4.8,0,ES,ES,Crédito,1,Físico (TPV),0,0,999999.0,0
23422,3208,2025-04-02 11:35:00,11,1207,1,Supermercado,11.41,1,ES,ES,Crédito,1,Móvil,0,0,33342.0,0
98988,6382,2025-04-02 11:39:00,11,611,1,Supermercado,52.08,0,ES,ES,Débito,1,Físico (TPV),0,0,47379.0,0
83090,6130,2025-04-02 11:39:00,11,1421,1,Restaurante,3.07,0,ES,ES,Crédito,1,Físico (TPV),0,0,76469.0,0
6320,1637,2025-04-02 11:42:00,11,1167,1,Suscripciones,4.0,0,ES,ES,Débito,1,Físico (TPV),0,0,46252.0,0
3337,5884,2025-04-02 11:43:00,11,1086,1,Supermercado,79.4,1,ES,ES,Débito,1,Móvil,0,1,52903.0,0
68318,9209,2025-04-02 11:54:00,11,1315,1,Electrónica,46.6,0,US,US,Débito,1,Físico (TPV),0,0,20393.0,0
7653,4691,2025-04-02 12:03:00,12,710,1,Suscripciones,21.91,1,US,US,Débito,0,Móvil,0,0,2960.0,0
26283,5787,2025-04-02 12:05:00,12,10,1,Suscripciones,4.82,0,ES,ES,Débito,1,Físico (TPV),0,0,6545.0,0
39650,2424,2025-04-02 12:17:00,12,658,1,Supermercado,21.49,1,GB,GB,Crédito,1,Móvil,0,1,8464.0,0
87291,2732,2025-04-02 12:27:00,12,837,1,Restaurante,4.84,0,ES,ES,Débito,1,Físico (TPV),0,0,24535.0,0
76268,959,2025-04-02 12:46:00,12,886,1,Supermercado,3.54,1,ES,ES,Débito,1,Desktop,0,0,3500.0,0
44207,621,2025-04-02 12:47:00,12,1089,1,Electrónica,24.21,1,ES,ES,Débito,1,Móvil,0,0,2785.0,0
97859,7613,2025-04-02 12:48:00,12,629,1,Supermercado,18.88,0,ES,ES,Débito,1,Físico (TPV),0,0,104307.0,0
88828,9619,2025-04-02 12:57:00,12,286,1,Restaurante,6.55,1,DE,DE,Crédito,1,Móvil,0,0,29228.0,0
81761,615,2025-04-02 13:03:00,13,1141,1,Restaurante,10.32,0,ES,ES,Crédito,1,Físico (TPV),0,0,85759.0,0
9681,9691,2025-04-02 13:07:00,13,158,1,Viajes,170.45,1,CN,CN,Débito,1,Desktop,0,1,2767.0,0
13767,2657,2025-04-02 13:12:00,13,1311,1,Supermercado,14.66,1,ES,ES,Débito,0,Móvil,0,0,9320.0,0
93895,3496,2025-04-02 13:13:00,13,94,1,Supermercado,3.22,1,ES,ES,Débito,1,Móvil,0,0,28108.0,0
77620,8868,2025-04-02 13:15:00,13,709,1,Salud,28.29,0,ES,ES,Crédito,1,Físico (TPV),0,0,40830.0,0
98316,8588,2025-04-02 13:18:00,13,1175,1,Suscripciones,16.15,1,RU,RU,Débito,0,Móvil,0,0,71117.0,0
77785,1553,2025-04-02 13:26:00,13,99,1,Restaurante,8.04,0,ES,ES,Débito,1,Físico (TPV),0,0,59899.0,0
81963,3749,2025-04-02 13:28:00,13,937,1,Supermercado,5.04,0,US,US,Débito,1,Físico (TPV),0,0,10074.0,0
83381,4433,2025-04-02 13:30:00,13,1271,1,Salud,23.35,1,ES,ES,Débito,1,Móvil,0,0,3874.0,0
43967,8487,2025-04-02 13:35:00,13,1234,1,Restaurante,12.22,0,ES,ES,Débito,1,Físico (TPV),0,0,3873.0,0
32726,2625,2025-04-02 13:46:00,13,1492,1,Supermercado,40.74,1,US,US,Débito,0,Desktop,1,0,5135.0,0
38349,3994,2025-04-02 13:49:00,13,686,0,Supermercado,17.72,1,IT,IT,Débito,0,Móvil,0,0,9266.0,0
8724,1386,2025-04-02 13:50:00,13,614,1,Supermercado,4.97,1,GB,GB,Débito,1,Móvil,0,0,54222.0,0
72972,3471,2025-04-02 13:51:00,13,1045,1,Supermercado,9.47,0,ES,ES,Débito,1,Físico (TPV),0,0,12241.0,0
2070,8234,2025-04-02 13:58:00,13,1267,0,Salud,20.54,1,US,US,Débito,1,Móvil,0,0,46829.0,0
76408,6962,2025-04-02 14:06:00,14,52,1,Restaurante,9.65,1,ES,ES,Débito,1,Móvil,0,0,1945.0,0
65220,7274,2025-04-02 14:09:00,14,514,1,Supermercado,10.94,0,ES,ES,Débito,1,Físico (TPV),0,0,109821.0,0
71779,9872,2025-04-02 14:16:00,14,631,1,Viajes,1.59,1,ES,ES,Prepago,1,Móvil,0,0,16393.0,0
47750,3948,2025-04-02 14:32:00,14,1218,1,Supermercado,28.67,0,ES,ES,Crédito,1,Físico (TPV),0,0,69200.0,0
50188,4904,2025-04-02 14:36:00,14,754,1,Restaurante,5.2,1,ES,ES,Crédito,0,Desktop,0,0,999999.0,0
82105,4676,2025-04-02 14:38:00,14,626,1,Suscripciones,53.09,0,DE,BR,Débito,1,Físico (TPV),0,0,42493.0,0
91396,4410,2025-04-02 14:41:00,14,942,1,Supermercado,41.22,1,IT,IT,Débito,1,Desktop,0,0,36693.0,0
86457,8919,2025-04-02 14:42:00,14,769,1,Suscripciones,22.0,0,DE,DE,Débito,1,Físico (TPV),0,0,7629.0,0
27641,4161,2025-04-02 14:50:00,14,1495,1,Suscripciones,3.64,1,ES,ES,Débito,1,Móvil,0,0,30266.0,0
3,2662,2025-04-02 14:52:00,14,775,1,Suscripciones,2.72,1,ES,ES,Crédito,1,Móvil,0,0,14722.0,0
86238,2369,2025-04-02 14:55:00,14,741,1,Suscripciones,25.7,1,GB,GB,Crédito,1,Móvil,0,1,14977.0,0
7905,8760,2025-04-02 14:56:00,14,567,1,Suscripciones,1.63,1,IT,IT,Débito,1,Desktop,0,0,8930.0,0
13652,9245,2025-04-02 14:57:00,14,898,1,Suscripciones,16.78,0,ES,ES,Crédito,1,Físico (TPV),0,0,31778.0,0
18121,3635,2025-04-02 15:00:00,15,1022,1,Supermercado,26.51,1,ES,ES,Débito,1,Móvil,0,0,33971.0,0
67511,7232,2025-04-02 15:19:00,15,410,1,Restaurante,75.33,0,FR,FR,Débito,1,Físico (TPV),0,0,49257.0,0
25082,7324,2025-04-02 15:20:00,15,952,1,Supermercado,2.43,1,ES,ES,Crédito,1,Desktop,0,0,999999.0,0
54942,3481,2025-04-02 15:31:00,15,1466,1,Salud,81.61,0,GB,CN,Débito,1,Físico (TPV),0,0,71578.0,0
61983,9315,2025-04-02 15:32:00,15,429,1,Supermercado,119.81,0,ES,GB,Crédito,1,Físico (TPV),0,0,51606.0,0
94637,9911,2025-04-02 15:36:00,15,502,1,Electrónica,50.44,1,ES,FR,Débito,1,Móvil,0,1,27276.0,0
19349,2995,2025-04-02 15:40:00,15,371,1,Supermercado,18.97,1,ES,CN,Crédito,1,Desktop,0,0,12209.0,0
59917,9987,2025-04-02 15:48:00,15,998,1,Restaurante,132.56,0,ES,ES,Débito,1,Físico (TPV),0,0,55070.0,0
73770,365,2025-04-02 15:50:00,15,464,1,Suscripciones,19.49,1,ES,ES,Débito,1,Móvil,0,0,6805.0,0
96391,49,2025-04-02 15:51:00,15,113,1,Restaurante,175.13,0,ES,ES,Crédito,1,Físico (TPV),0,0,999999.0,0
1455,4310,2025-04-02 15:54:00,15,1020,1,Supermercado,32.08,1,US,US,Prepago,1,Móvil,0,0,9585.0,0
20475,1921,2025-04-02 15:54:00,15,813,0,Supermercado,318.75,1,JP,JP,Crédito,0,Desktop,0,0,52750.0,0
77074,5792,2025-04-02 15:54:00,15,1188,1,Supermercado,50.15,1,ES,ES,Débito,1,Desktop,0,1,104862.0,0
26206,809,2025-04-02 16:01:00,16,1366,1,Restaurante,2.41,1,FR,FR,Débito,1,Móvil,0,0,28933.0,0
56671,2207,2025-04-02 16:04:00,16,1461,1,Suscripciones,4.96,1,ES,RU,Débito,1,Móvil,0,0,53560.0,0
8110,4536,2025-04-02 16:18:00,16,367,1,Supermercado,15.24,0,ES,ES,Débito,1,Físico (TPV),0,0,26633.0,0
66050,1758,2025-04-02 16:18:00,16,1346,1,Restaurante,52.14,1,ES,ES,Débito,1,Móvil,0,1,19062.0,0
28150,7354,2025-04-02 16:19:00,16,1053,1,Viajes,4.88,0,JP,JP,Débito,1,Físico (TPV),0,0,13648.0,0
2564,8688,2025-04-02 16:28:00,16,154,1,Supermercado,30.34,0,ES,ES,Crédito,1,Físico (TPV),0,0,119760.0,0
24479,7333,2025-04-02 16:30:00,16,1160,1,Electrónica,31.45,1,DE,DE,Crédito,1,Desktop,0,0,71233.0,0
70450,2409,2025-04-02 16:31:00,16,550,1,Supermercado,9.67,0,ES,ES,Débito,1,Físico (TPV),0,0,54004.0,0
50969,255,2025-04-02 16:40:00,16,1480,1,Suscripciones,26.8,1,US,US,Débito,0,Móvil,0,0,36699.0,0
72922,1113,2025-04-02 16:41:00,16,485,0,Restaurante,89.01,1,JP,JP,Crédito,1,Móvil,0,1,999999.0,0
30796,3691,2025-04-02 16:46:00,16,1471,1,Viajes,3.5,1,ES,ES,Débito,1,Tablet,0,0,115590.0,0
29009,5822,2025-04-02 16:47:00,16,359,1,Electrónica,2.31,1,US,US,Crédito,1,Desktop,0,0,17870.0,0
25351,8912,2025-04-02 16:53:00,16,770,1,Supermercado,32.69,1,ES,ES,Crédito,1,Desktop,0,0,46115.0,0
20161,8909,2025-04-02 16:53:00,16,950,1,Restaurante,10.65,1,MX,MX,Crédito,1,Móvil,0,0,48802.0,0
54947,4306,2025-04-02 16:54:00,16,474,1,Electrónica,4.64,0,US,US,Débito,1,Físico (TPV),0,0,12205.0,0
46816,5591,2025-04-02 16:55:00,16,590,1,Restaurante,35.26,1,ES,ES,Débito,1,Móvil,0,0,121482.0,0
51421,5824,2025-04-02 16:55:00,16,732,1,Suscripciones,34.57,0,ES,ES,Débito,1,Físico (TPV),0,0,19700.0,0
46501,7869,2025-04-02 17:02:00,17,741,1,Restaurante,6.65,0,US,US,Débito,1,Físico (TPV),0,0,15287.0,0
80213,3215,2025-04-02 17:04:00,17,1449,0,Restaurante,17.89,1,ES,ES,Débito,1,Móvil,0,1,44540.0,0
86497,2592,2025-04-02 17:07:00,17,886,0,Electrónica,14.72,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
58874,8176,2025-04-02 17:16:00,17,252,1,Restaurante,6.67,0,ES,ES,Débito,1,Físico (TPV),0,0,52599.0,0
2248,7328,2025-04-02 17:19:00,17,1300,1,Restaurante,54.64,0,ES,ES,Débito,1,Físico (TPV),0,0,40951.0,0
54896,8708,2025-04-02 17:23:00,17,1192,1,Electrónica,693.55,0,GB,GB,Débito,1,Físico (TPV),0,0,86124.0,0
99057,1662,2025-04-02 17:47:00,17,935,0,Supermercado,7.03,0,CN,CN,Débito,1,Físico (TPV),0,0,97219.0,0
90441,8453,2025-04-02 18:00:00,18,201,1,Suscripciones,21.97,1,ES,ES,Crédito,1,Móvil,0,0,22650.0,0
98866,3879,2025-04-02 18:18:00,18,168,0,Restaurante,8.21,0,ES,ES,Débito,1,Físico (TPV),0,0,59528.0,0
27743,7277,2025-04-02 18:21:00,18,121,1,Viajes,39.13,0,GB,GB,Débito,1,Físico (TPV),0,0,128810.0,0
42137,943,2025-04-02 18:23:00,18,1447,1,Restaurante,24.17,1,ES,ES,Crédito,1,Desktop,0,0,103322.0,0
18703,2814,2025-04-02 18:32:00,18,705,1,Viajes,34.04,1,FR,FR,Débito,0,Móvil,0,0,18598.0,0
20036,2782,2025-04-02 18:34:00,18,897,0,Restaurante,3.52,1,ES,ES,Crédito,1,Móvil,0,0,41739.0,0
30642,4792,2025-04-02 18:36:00,18,1139,1,Restaurante,18.65,1,CN,CN,Débito,1,Móvil,0,0,34624.0,0
69295,3428,2025-04-02 18:37:00,18,29,1,Supermercado,20.29,1,DE,DE,Débito,0,Móvil,0,0,111049.0,0
39489,4665,2025-04-02 18:37:00,18,420,1,Suscripciones,19.39,1,ES,ES,Débito,1,Móvil,0,0,8181.0,0
50712,2681,2025-04-02 18:37:00,18,798,1,Supermercado,16.87,1,ES,CN,Crédito,1,Desktop,0,0,61645.0,0
4123,3984,2025-04-02 18:41:00,18,279,0,Viajes,57.4,0,ES,MX,Crédito,1,Físico (TPV),0,0,32010.0,0
68328,1468,2025-04-02 18:45:00,18,296,1,Restaurante,69.9,1,MX,MX,Débito,1,Móvil,0,0,11526.0,0
54588,3470,2025-04-02 18:47:00,18,182,1,Electrónica,10.75,0,ES,ES,Crédito,1,Físico (TPV),0,0,434.0,0
97791,2708,2025-04-02 18:49:00,18,1334,1,Salud,20.37,0,US,US,Crédito,1,Físico (TPV),0,0,999999.0,0
52111,5564,2025-04-02 19:01:00,19,690,1,Supermercado,8.32,1,ES,ES,Crédito,1,Móvil,0,1,36734.0,0
61478,8214,2025-04-02 19:05:00,19,820,1,Restaurante,2.14,1,ES,ES,Débito,1,Móvil,0,0,10567.0,0
75538,7136,2025-04-02 19:09:00,19,392,1,Restaurante,59.15,1,US,US,Débito,1,Móvil,0,1,91138.0,0
29278,8371,2025-04-02 19:12:00,19,1225,1,Supermercado,4.85,1,GB,ES,Crédito,1,Móvil,0,0,961.0,0
8736,9363,2025-04-02 19:21:00,19,1133,1,Restaurante,45.82,0,ES,ES,Débito,1,Físico (TPV),0,0,16318.0,0
50063,8580,2025-04-02 19:28:00,19,875,1,Viajes,81.21,1,ES,ES,Débito,1,Desktop,0,0,129442.0,0
75974,8702,2025-04-02 19:30:00,19,513,1,Suscripciones,274.15,1,ES,ES,Crédito,1,Móvil,0,1,13842.0,0
4698,880,2025-04-02 19:32:00,19,891,0,Supermercado,8.38,1,ES,ES,Crédito,1,Tablet,0,0,115215.0,0
28260,7280,2025-04-02 19:36:00,19,1253,1,Restaurante,95.59,0,ES,ES,Débito,1,Físico (TPV),0,0,81529.0,0
93799,8422,2025-04-02 19:48:00,19,271,0,Electrónica,7.65,0,ES,ES,Crédito,1,Físico (TPV),0,0,43750.0,0
14743,8034,2025-04-02 19:52:00,19,137,1,Electrónica,13.93,0,ES,ES,Prepago,1,Físico (TPV),0,0,999999.0,0
7702,7817,2025-04-02 19:53:00,19,806,1,Supermercado,33.53,0,JP,JP,Débito,1,Físico (TPV),0,0,7333.0,0
84510,5908,2025-04-02 19:55:00,19,876,1,Restaurante,21.98,1,ES,ES,Crédito,0,Móvil,0,0,17079.0,0
47003,1224,2025-04-02 20:09:00,20,747,1,Supermercado,2.31,1,ES,ES,Débito,1,Móvil,0,0,63895.0,0
55264,3485,2025-04-02 20:20:00,20,692,1,Restaurante,23.13,0,ES,ES,Débito,1,Físico (TPV),0,0,24352.0,0
49596,6500,2025-04-02 20:23:00,20,1023,1,Salud,37.0,0,ES,ES,Débito,1,Físico (TPV),0,0,26036.0,0
93889,779,2025-04-02 20:26:00,20,974,1,Restaurante,12.75,1,ES,PT,Débito,1,Desktop,0,0,4386.0,0
40021,9622,2025-04-02 20:38:00,20,952,1,Restaurante,25.49,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
51415,7166,2025-04-02 20:40:00,20,725,1,Restaurante,5.38,1,ES,ES,Débito,1,Móvil,0,0,7471.0,0
55995,180,2025-04-02 20:42:00,20,216,1,Supermercado,16.97,1,DE,DE,Débito,1,Móvil,1,0,35568.0,0
10654,4920,2025-04-02 20:43:00,20,118,1,Salud,10.63,1,ES,ES,Crédito,1,Móvil,0,0,999999.0,0
18473,4649,2025-04-02 20:50:00,20,4,1,Suscripciones,15.76,0,IT,IT,Débito,1,Físico (TPV),0,0,14875.0,0
95011,4311,2025-04-02 21:06:00,21,645,1,Supermercado,14.84,1,US,US,Crédito,1,Desktop,0,0,11952.0,0
88902,2860,2025-04-02 21:06:00,21,1313,1,Restaurante,95.73,1,ES,ES,Crédito,0,Móvil,0,1,8015.0,0
49615,2247,2025-04-02 21:09:00,21,135,1,Suscripciones,22.61,1,ES,ES,Débito,1,Desktop,0,0,59870.0,0
2715,4192,2025-04-02 21:11:00,21,571,0,Salud,83.69,1,ES,ES,Débito,0,Desktop,0,0,89049.0,0
26491,1190,2025-04-02 21:16:00,21,84,0,Restaurante,32.27,0,ES,ES,Débito,1,Físico (TPV),0,0,58865.0,0
31638,5678,2025-04-02 21:21:00,21,911,0,Restaurante,10.29,1,ES,ES,Crédito,1,Desktop,0,0,70211.0,0
47558,49,2025-04-02 21:23:00,21,113,1,Electrónica,21.72,1,PT,PT,Crédito,1,Desktop,0,0,332.0,0
19611,2406,2025-04-02 21:35:00,21,1200,1,Supermercado,9.91,0,ES,ES,Débito,1,Físico (TPV),0,0,120642.0,0
35054,6008,2025-04-02 21:39:00,21,943,1,Salud,123.64,1,GB,GB,Crédito,1,Móvil,0,1,52853.0,0
1747,4823,2025-04-02 21:51:00,21,843,0,Supermercado,222.68,0,ES,RU,Crédito,1,Físico (TPV),0,0,46426.0,0
79613,5134,2025-04-02 21:53:00,21,1440,1,Supermercado,133.65,1,ES,ES,Crédito,1,Móvil,0,1,15616.0,0
9501,7416,2025-04-02 22:11:00,22,1046,1,Supermercado,1.54,1,ES,ES,Débito,0,Móvil,0,0,128763.0,0
4689,9572,2025-04-02 22:19:00,22,961,1,Suscripciones,12.71,1,ES,ES,Débito,0,Móvil,0,0,103059.0,0
11807,9332,2025-04-02 22:25:00,22,267,1,Supermercado,60.85,0,GB,GB,Crédito,1,Físico (TPV),0,0,129100.0,0
63642,7506,2025-04-02 22:33:00,22,904,1,Salud,89.45,0,ES,ES,Débito,1,Físico (TPV),0,0,44604.0,0
86064,628,2025-04-02 22:35:00,22,246,1,Supermercado,6.14,1,ES,PT,Débito,1,Móvil,0,0,999999.0,0
49945,9091,2025-04-02 22:49:00,22,843,1,Restaurante,25.53,0,ES,ES,Prepago,1,Físico (TPV),0,0,11237.0,0
91444,3289,2025-04-02 22:52:00,22,508,1,Suscripciones,5.26,0,DE,DE,Débito,1,Físico (TPV),0,0,999999.0,0
70295,4865,2025-04-02 22:52:00,22,1436,0,Restaurante,42.93,1,BR,BR,Débito,1,Móvil,0,0,38704.0,0
